CODE     |STATE|DAERAH    |BDR/MKM/PKN|SECTION
040126000|MELAKA|MELAKA TENGAH|TANGGA BATU|0
040127000|MELAKA|MELAKA TENGAH|TANJONG KELING|0
040127000|MELAKA|MELAKA TENGAH|TANJUNG KELING|0
040128000|MELAKA|MELAKA TENGAH|TANJONG MINYAK|0
040128000|MELAKA|MELAKA TENGAH|TANJUNG MINYAK|0
040129000|MELAKA|MELAKA TENGAH|TELOK MAS|0
040129000|MELAKA|MELAKA TENGAH|TELUK MAS|0
040140001|MELAKA|MELAKA TENGAH|BANDAR BUKIT BARU|I
040140002|MELAKA|MELAKA TENGAH|BANDAR BUKIT BARU|II
040140003|MELAKA|MELAKA TENGAH|BANDAR BUKIT BARU|III
040140004|MELAKA|MELAKA TENGAH|BANDAR BUKIT BARU|IV
040140005|MELAKA|MELAKA TENGAH|BANDAR BUKIT BARU|V
040140001|MELAKA|MELAKA TENGAH|BANDAR BUKIT BAHARU|I
040140001|MELAKA|MELAKA TENGAH|BUKIT BARU|I
040140002|MELAKA|MELAKA TENGAH|BUKIT BARU|II
040140003|MELAKA|MELAKA TENGAH|BUKIT BARU|III
040140004|MELAKA|MELAKA TENGAH|BUKIT BARU|IV
040140005|MELAKA|MELAKA TENGAH|BUKIT BARU|V
040140001|MELAKA|MELAKA TENGAH|BUKIT BAHARU|I
040141001|MELAKA|MELAKA TENGAH|BANDAR MELAKA|I
040141001|MELAKA|MELAKA TENGAH|MELAKA|001
040170000|MELAKA|MELAKA TENGAH|AYER MOLEK|0
040171000|MELAKA|MELAKA TENGAH|BATU BERENDAM|0
040172000|MELAKA|MELAKA TENGAH|BUKIT RAMBAI|0
040173000|MELAKA|MELAKA TENGAH|KANDANG|0
040174001|MELAKA|MELAKA TENGAH|KELEBANG|I
040174001|MELAKA|MELAKA TENGAH|KLEBANG|I
040174002|MELAKA|MELAKA TENGAH|KLEBANG|II
040174003|MELAKA|MELAKA TENGAH|KLEBANG|III
040174004|MELAKA|MELAKA TENGAH|KLEBANG|IV
040175000|MELAKA|MELAKA TENGAH|PAYA RUMPUT|0
040176001|MELAKA|MELAKA TENGAH|SUNGAI UDANG|I
040176002|MELAKA|MELAKA TENGAH|SUNGAI UDANG|II
040176003|MELAKA|MELAKA TENGAH|SUNGAI UDANG|III
040176001|MELAKA|MELAKA TENGAH|SUNGEI UDANG|I
040176002|MELAKA|MELAKA TENGAH|SUNGEI UDANG|II
040176003|MELAKA|MELAKA TENGAH|SUNGEI UDANG|III
040177000|MELAKA|MELAKA TENGAH|TANGGA BATU|0
040178001|MELAKA|MELAKA TENGAH|TANJONG KLING|I
040178002|MELAKA|MELAKA TENGAH|TANJONG KLING|II
040178003|MELAKA|MELAKA TENGAH|TANJONG KLING|III
040178001|MELAKA|MELAKA TENGAH|TANJUNG KELING|I
040178002|MELAKA|MELAKA TENGAH|TANJUNG KELING|II
040178003|MELAKA|MELAKA TENGAH|TANJUNG KELING|III
040201000|MELAKA|JASIN|AIR PANAS|0
040201000|MELAKA|JASIN|AYER PANAS|0
040202000|MELAKA|JASIN|BATANG MELAKA|0
040202000|MELAKA|JASIN|BATANG MALAKA|0
040203000|MELAKA|JASIN|BUKIT SENGGAH|0
040203000|MELAKA|JASIN|BUKIT SENGGIH|0
040204000|MELAKA|JASIN|CHABAU|0
040204000|MELAKA|JASIN|CABAU|0
040205000|MELAKA|JASIN|CHIN CHIN|0
040205000|MELAKA|JASIN|CIN CIN|0
040206000|MELAKA|JASIN|CHOHONG|0
040206000|MELAKA|JASIN|COHONG|0
040207000|MELAKA|JASIN|JASIN|0
040208000|MELAKA|JASIN|JUS|0
040209000|MELAKA|JASIN|KESANG|0
040210000|MELAKA|JASIN|MERLIMAU|0
040211000|MELAKA|JASIN|NYALAS|0
040212000|MELAKA|JASIN|RIM|0
040213000|MELAKA|JASIN|SEBATU|0
040214000|MELAKA|JASIN|SELANDAR|0
040215000|MELAKA|JASIN|SEMPANG|0
040216000|MELAKA|JASIN|SEMUJOK|0
040216000|MELAKA|JASIN|SEMUJUK|0
040217000|MELAKA|JASIN|SERKAM|0
040218000|MELAKA|JASIN|SUNGEI RAMBAI|0
040218000|MELAKA|JASIN|SUNGAI RAMBAI|0
040219000|MELAKA|JASIN|TEDONG|0
040219000|MELAKA|JASIN|TEDUNG|0
040220000|MELAKA|JASIN|UMBAI|0
040240001|MELAKA|JASIN|BANDAR JASIN|I
040240002|MELAKA|JASIN|BANDAR JASIN|II
040240003|MELAKA|JASIN|BANDAR JASIN|III
040240004|MELAKA|JASIN|BANDAR JASIN|IV
040241001|MELAKA|JASIN|BANDAR MERLIMAU|I
040241002|MELAKA|JASIN|BANDAR MERLIMAU|II
040241003|MELAKA|JASIN|BANDAR MERLIMAU|III
040241004|MELAKA|JASIN|BANDAR MERLIMAU|IV
040270000|MELAKA|JASIN|ASAHAN|0
040271000|MELAKA|JASIN|BATANG MELAKA|0
040271000|MELAKA|JASIN|BATANG MALAKA|0
040272000|MELAKA|JASIN|BEMBAN|0
040273000|MELAKA|JASIN|CHIN CHIN|0
040273000|MELAKA|JASIN|CIN CIN|0
040274000|MELAKA|JASIN|KESANG PAJAK|0
040275000|MELAKA|JASIN|NYALAS|0
040276000|MELAKA|JASIN|SELANDAR|0
040277000|MELAKA|JASIN|SEMPANG BEKOH|0
040278000|MELAKA|JASIN|SUNGEI RAMBAI|0
040278000|MELAKA|JASIN|SUNGAI RAMBAI|0
040301000|MELAKA|ALOR GAJAH|AYER PA ABAS|0
040301000|MELAKA|ALOR GAJAH|AYER PAK ABAS|0
040302000|MELAKA|ALOR GAJAH|BELIMBING|0
040303000|MELAKA|ALOR GAJAH|BERINGIN|0
040304000|MELAKA|ALOR GAJAH|BERISU|0
040305000|MELAKA|ALOR GAJAH|DURIAN TUNGGAL|0
040306000|MELAKA|ALOR GAJAH|GADEK|0
040306000|MELAKA|ALOR GAJAH|GADIK|0
040307000|MELAKA|ALOR GAJAH|KELEMAK|0
040308000|MELAKA|ALOR GAJAH|KEMUNING|0
040309000|MELAKA|ALOR GAJAH|KUALA LINGGI|0
040310000|MELAKA|ALOR GAJAH|KUALA SG. BARU|0
040310000|MELAKA|ALOR GAJAH|KUALA SG. BAHARU|0
040311000|MELAKA|ALOR GAJAH|LENDU|0
040312000|MELAKA|ALOR GAJAH|MACHAP|0
040312000|MELAKA|ALOR GAJAH|MACAP|0
040313000|MELAKA|ALOR GAJAH|MASJID TANAH|0
040314000|MELAKA|ALOR GAJAH|MALAKA PINDAH|0
040314000|MELAKA|ALOR GAJAH|MELAKA PINDAH|0
040315000|MELAKA|ALOR GAJAH|MELEKEK|0
040316000|MELAKA|ALOR GAJAH|PADANG SEBANG|0
040317000|MELAKA|ALOR GAJAH|PARIT MELANA|0
040318000|MELAKA|ALOR GAJAH|PEGOH|0
040318000|MELAKA|ALOR GAJAH|PEGUH|0
040319000|MELAKA|ALOR GAJAH|PULAU SEBANG|0
040320000|MELAKA|ALOR GAJAH|RAMUAH CHINA BESAR|0
040320000|MELAKA|ALOR GAJAH|RAMUAH CINA BESAR|0
040321000|MELAKA|ALOR GAJAH|RAMUAN CHINA KECHIL|0
040321000|MELAKA|ALOR GAJAH|RAMUAN CINA KECIL|0
040322000|MELAKA|ALOR GAJAH|REMBIA|0
040323000|MELAKA|ALOR GAJAH|SUNGEI BARU ILIR|0
040323000|MELAKA|ALOR GAJAH|SUNGAI BAHARU HILIR|0
040324000|MELAKA|ALOR GAJAH|SUNGEI BARU ULU|0
040324000|MELAKA|ALOR GAJAH|SUNGAI BAHARU HULU|0
040325000|MELAKA|ALOR GAJAH|SUNGEI BARU TENGAH|0
040325000|MELAKA|ALOR GAJAH|SUNGAI BAHARU TENGAH|0
040326000|MELAKA|ALOR GAJAH|SUNGEI BULOH|0
040326000|MELAKA|ALOR GAJAH|SUNGAI BULUH|0
040327000|MELAKA|ALOR GAJAH|SUNGEI PETAI|0
040327000|MELAKA|ALOR GAJAH|SUNGAI PETAI|0
040328000|MELAKA|ALOR GAJAH|SUNGEI SIPUT|0
040328000|MELAKA|ALOR GAJAH|SUNGAI SIPUT|0
040329000|MELAKA|ALOR GAJAH|TABOH NANING|0
040329000|MELAKA|ALOR GAJAH|TABUH NANING|0
040330000|MELAKA|ALOR GAJAH|TANJONG RIMAU|0
040330000|MELAKA|ALOR GAJAH|TANJUNG RIMAU|0
040331000|MELAKA|ALOR GAJAH|TEBONG|0
040331000|MELAKA|ALOR GAJAH|TEBUNG|0
040340001|MELAKA|ALOR GAJAH|BANDAR ALOR GAJAH|I
040340002|MELAKA|ALOR GAJAH|BANDAR ALOR GAJAH|II
040341001|MELAKA|ALOR GAJAH|BANDAR MASJID TANAH|I
040341002|MELAKA|ALOR GAJAH|BANDAR MASJID TANAH|II
040341003|MELAKA|ALOR GAJAH|BANDAR MASJID TANAH|III
040342001|MELAKA|ALOR GAJAH|BANDAR PULAU SEBANG|I
040342002|MELAKA|ALOR GAJAH|BANDAR PULAU SEBANG|II
040370000|MELAKA|ALOR GAJAH|DURIAN TUNGGAL|0
040371000|MELAKA|ALOR GAJAH|KUALA SG. BARU|0
040371000|MELAKA|ALOR GAJAH|KUALA SG. BAHARU|0
040372000|MELAKA|ALOR GAJAH|LUBOK CHINA|0
040372000|MELAKA|ALOR GAJAH|LUBUK CINA|0
040373000|MELAKA|ALOR GAJAH|REMBIA|0
050101000|NEGERI SEMBILAN|JELEBU|CLAMI LEMI|0
050102000|NEGERI SEMBILAN|JELEBU|ULU KLAWANG|0
050103000|NEGERI SEMBILAN|JELEBU|ULU TRIANG|0
050104000|NEGERI SEMBILAN|JELEBU|KENABOI|0
050105000|NEGERI SEMBILAN|JELEBU|KUALA KLAWANG|0
050106000|NEGERI SEMBILAN|JELEBU|PERADONG|0
050107000|NEGERI SEMBILAN|JELEBU|PERTANG|0
050108000|NEGERI SEMBILAN|JELEBU|TRIANG ILIR|0
050170000|NEGERI SEMBILAN|JELEBU|KUALA KLAWANG|0
050171000|NEGERI SEMBILAN|JELEBU|PERTANG|0
050172000|NEGERI SEMBILAN|JELEBU|TITI|0
050201000|NEGERI SEMBILAN|KUALA PILAH|AMPANG TINGGI|0
050202000|NEGERI SEMBILAN|KUALA PILAH|ULU JEMPOL|0
050203000|NEGERI SEMBILAN|KUALA PILAH|ULU MUAR|0
050204000|NEGERI SEMBILAN|KUALA PILAH|JOHOL|0
050205000|NEGERI SEMBILAN|KUALA PILAH|JUASSEH|0
050206000|NEGERI SEMBILAN|KUALA PILAH|KEPIS|0
050207000|NEGERI SEMBILAN|KUALA PILAH|LANGKAP|0
050208000|NEGERI SEMBILAN|KUALA PILAH|PARIT TINGGI|0
050209000|NEGERI SEMBILAN|KUALA PILAH|PILAR|0
050210000|NEGERI SEMBILAN|KUALA PILAH|SRI MENANTI|0
050211000|NEGERI SEMBILAN|KUALA PILAH|TERAC|0
050240000|NEGERI SEMBILAN|KUALA PILAH|KUALA PILAH|0
050270000|NEGERI SEMBILAN|KUALA PILAH|DANGI|0
050271000|NEGERI SEMBILAN|KUALA PILAH|GUNUNG PASIR|0
050272000|NEGERI SEMBILAN|KUALA PILAH|JOHOL|0
050273000|NEGERI SEMBILAN|KUALA PILAH|PARIT TINGGI|0
050301000|NEGERI SEMBILAN|PORT DICKSON|JIMAH|0
050302000|NEGERI SEMBILAN|PORT DICKSON|LINGGI|0
050303000|NEGERI SEMBILAN|PORT DICKSON|PASIR PANJANG|0
050304000|NEGERI SEMBILAN|PORT DICKSON|PORT DICKSON|0
050305000|NEGERI SEMBILAN|PORT DICKSON|SI RUSA|0
050340000|NEGERI SEMBILAN|PORT DICKSON|PORT DICKSON|0
050370000|NEGERI SEMBILAN|PORT DICKSON|LUKUT|0
050371000|NEGERI SEMBILAN|PORT DICKSON|PASIR PANJANG|0
050372000|NEGERI SEMBILAN|PORT DICKSON|PENGKALAN KEMPAS|0
050401000|NEGERI SEMBILAN|REMBAU|BATU HAMPAR|0
050402000|NEGERI SEMBILAN|REMBAU|BONGEK|0
050403000|NEGERI SEMBILAN|REMBAU|CHEMBONG|0
050404000|NEGERI SEMBILAN|REMBAU|CHENGKAU|0
050405000|NEGERI SEMBILAN|REMBAU|GADONG|0
050406000|NEGERI SEMBILAN|REMBAU|KUNDUR|0
050407000|NEGERI SEMBILAN|REMBAU|LEGONG ILIR|0
050408000|NEGERI SEMBILAN|REMBAU|LEGONG ULU|0
050409000|NEGERI SEMBILAN|REMBAU|MIKU|0
050410000|NEGERI SEMBILAN|REMBAU|NERASAU|0
050411000|NEGERI SEMBILAN|REMBAU|PEDAS|0
050412000|NEGERI SEMBILAN|REMBAU|PILIN|0
050413000|NEGERI SEMBILAN|REMBAU|SELEMAK|0
050414000|NEGERI SEMBILAN|REMBAU|SEMERBOK|0
050415000|NEGERI SEMBILAN|REMBAU|SPRI|0
050416000|NEGERI SEMBILAN|REMBAU|TANJONG KLING|0
050417000|NEGERI SEMBILAN|REMBAU|TITIAN BINTANGOR|0
050440000|NEGERI SEMBILAN|REMBAU|REMBAU|0
050470000|NEGERI SEMBILAN|REMBAU|KAMPUNG RATU|0
050471000|NEGERI SEMBILAN|REMBAU|KOTA|0
050472000|NEGERI SEMBILAN|REMBAU|LUBOK CHINA|0
050472000|NEGERI SEMBILAN|REMBAU|LUBUK CHINA|0
050473000|NEGERI SEMBILAN|REMBAU|PEDAS|0
050501000|NEGERI SEMBILAN|SEREMBAN|AMPANGAN|0
050502000|NEGERI SEMBILAN|SEREMBAN|LABU|0
050503000|NEGERI SEMBILAN|SEREMBAN|LENGGENG|0
050504000|NEGERI SEMBILAN|SEREMBAN|PANTAI|0
050505000|NEGERI SEMBILAN|SEREMBAN|RANTAU|0
050506000|NEGERI SEMBILAN|SEREMBAN|RASAH|0
050507000|NEGERI SEMBILAN|SEREMBAN|SEREMBAN|0
050508000|NEGERI SEMBILAN|SEREMBAN|SETUL|0
050540000|NEGERI SEMBILAN|SEREMBAN|SEREMBAN|0
050570000|NEGERI SEMBILAN|SEREMBAN|BROGA|0
050571000|NEGERI SEMBILAN|SEREMBAN|ULU BERANANG|0
050572000|NEGERI SEMBILAN|SEREMBAN|LABU|0
050573000|NEGERI SEMBILAN|SEREMBAN|LENGGENG|0
050574000|NEGERI SEMBILAN|SEREMBAN|MAMBAU|0
050575000|NEGERI SEMBILAN|SEREMBAN|NILAI|0
050576000|NEGERI SEMBILAN|SEREMBAN|MANTIN|0
050577000|NEGERI SEMBILAN|SEREMBAN|PAJAM|0
050578000|NEGERI SEMBILAN|SEREMBAN|RANTAU|0
050579000|NEGERI SEMBILAN|SEREMBAN|TIROI|0
050601000|NEGERI SEMBILAN|TAMPIN|AYER KUNING|0
050602000|NEGERI SEMBILAN|TAMPIN|GEMAS|0
050603000|NEGERI SEMBILAN|TAMPIN|GEMENCHEH|0
050604000|NEGERI SEMBILAN|TAMPIN|KERU|0
050605000|NEGERI SEMBILAN|TAMPIN|REPAH|0
050606000|NEGERI SEMBILAN|TAMPIN|TAMPIN TENGAH|0
050607000|NEGERI SEMBILAN|TAMPIN|TEBONG|0
050640000|NEGERI SEMBILAN|TAMPIN|GEMAS|0
050641000|NEGERI SEMBILAN|TAMPIN|TAMPIN|0
050670000|NEGERI SEMBILAN|TAMPIN|AYER KUNING SELATAN|0
050671000|NEGERI SEMBILAN|TAMPIN|BATANG MELAKA|0
050672001|NEGERI SEMBILAN|TAMPIN|GEMENCHEH BARU|1
050701000|NEGERI SEMBILAN|JEMPOL|JELEI|0
050702000|NEGERI SEMBILAN|JEMPOL|KUALA JEMPOL|0
050703000|NEGERI SEMBILAN|JEMPOL|ROMPIN|0
050704000|NEGERI SEMBILAN|JEMPOL|SERTING ILIR|0
050705000|NEGERI SEMBILAN|JEMPOL|SERTING ULU|0
050770000|NEGERI SEMBILAN|JEMPOL|BAHAU|0
050771000|NEGERI SEMBILAN|JEMPOL|BATU KIKIR|0
050772000|NEGERI SEMBILAN|JEMPOL|KUALA JELEI|0
050773000|NEGERI SEMBILAN|JEMPOL|ROMPIN|0
060101000|PAHANG|BENTONG|BENTONG|0
060102000|PAHANG|BENTONG|SABAI|0
060103000|PAHANG|BENTONG|PELANGAI|0
060140000|PAHANG|BENTONG|BENTONG|0
060141000|PAHANG|BENTONG|KARAK|0
060170000|PAHANG|BENTONG|KETARI|0
060171000|PAHANG|BENTONG|TELEMUNG|0
060201000|PAHANG|CAMERON HIGHLANDS|H. TELUM|0
060202000|PAHANG|CAMERON HIGHLANDS|RINGLET|0
060203000|PAHANG|CAMERON HIGHLANDS|TANAH RATA|0
060240000|PAHANG|CAMERON HIGHLANDS|TANAH RATA|0
060270000|PAHANG|CAMERON HIGHLANDS|BERINCANG|0
060271000|PAHANG|CAMERON HIGHLANDS|LUBUK TAMANG|0
060272000|PAHANG|CAMERON HIGHLANDS|RINGLET|0
060301000|PAHANG|JERANTUT|BURAU|0
060302000|PAHANG|JERANTUT|H. CEKA|0
060303000|PAHANG|JERANTUT|H. TEMBELING|0
060304000|PAHANG|JERANTUT|KELOLA|0
060305000|PAHANG|JERANTUT|K. TEMBELING|0
060306000|PAHANG|JERANTUT|PEDAH|0
060307000|PAHANG|JERANTUT|PULAU TAWAR|0
060308000|PAHANG|JERANTUT|TEBING TINGGI|0
060309000|PAHANG|JERANTUT|TEH|0
060310000|PAHANG|JERANTUT|TEMBELING|0
060340000|PAHANG|JERANTUT|JERANTUT|0
060370000|PAHANG|JERANTUT|K. TEMBELING|0
060401000|PAHANG|KUANTAN|BESERAH|0
060402000|PAHANG|KUANTAN|H. KUANTAN|0
060403000|PAHANG|KUANTAN|H. LEPAR|0
060404000|PAHANG|KUANTAN|K. KUANTAN|0
060405000|PAHANG|KUANTAN|PENUR|0
060406000|PAHANG|KUANTAN|SG. KARANG|0
060440000|PAHANG|KUANTAN|GAMBANG|0
060441000|PAHANG|KUANTAN|KUANTAN|0
060470000|PAHANG|KUANTAN|BESERAH|0
060471000|PAHANG|KUANTAN|TG. LUMPUR|0
060501000|PAHANG|LIPIS|BATU YON|0
060502000|PAHANG|LIPIS|BUDU|0
060503000|PAHANG|LIPIS|CEKA|0
060504000|PAHANG|LIPIS|GUA|0
060505000|PAHANG|LIPIS|H. JELAI|0
060506000|PAHANG|LIPIS|KECAU|0
060507000|PAHANG|LIPIS|K. LIPIS|0
060508000|PAHANG|LIPIS|PENJUM|0
060509000|PAHANG|LIPIS|T. BESAR|0
060510000|PAHANG|LIPIS|TELANG|0
060540000|PAHANG|LIPIS|K. LIPIS|0
060570000|PAHANG|LIPIS|BENTA|0
060571000|PAHANG|LIPIS|JERANSANG|0
060572000|PAHANG|LIPIS|PADANG TUNGKU|0
060601000|PAHANG|PEKAN|BEBAR|0
060602000|PAHANG|PEKAN|GANCUNG|0
060603000|PAHANG|PEKAN|K. PAHANG|0
060604000|PAHANG|PEKAN|LANGGAR|0
060605000|PAHANG|PEKAN|LEPAR|0
060606000|PAHANG|PEKAN|PAHANG TUA|0
060607000|PAHANG|PEKAN|PEKAN|0
060608000|PAHANG|PEKAN|PENYUR|0
060609000|PAHANG|PEKAN|PULAU MANIS|0
060610000|PAHANG|PEKAN|PULAU RUSA|0
060611000|PAHANG|PEKAN|TEMAI|0
060612000|PAHANG|PEKAN|SULTANATE LANDS|0
060640000|PAHANG|PEKAN|PEKAN|0
060670000|PAHANG|PEKAN|K. PAHANG|0
060671000|PAHANG|PEKAN|NENASI|0
060701000|PAHANG|RAUB|BATU TALAM|0
060702000|PAHANG|RAUB|DONG|0
060703000|PAHANG|RAUB|GALI|0
060704000|PAHANG|RAUB|H. DONG|0
060705000|PAHANG|RAUB|SEGA|0
060706000|PAHANG|RAUB|H. SEMANTAN|0
060707000|PAHANG|RAUB|TERAS|0
060740000|PAHANG|RAUB|RAUB|0
060741000|PAHANG|RAUB|TERAS|0
060770000|PAHANG|RAUB|CERUH|0
060771000|PAHANG|RAUB|DONG|0
060772000|PAHANG|RAUB|TERANUM|0
060801000|PAHANG|TEMERLOH|BANGAU|0
060802000|PAHANG|TEMERLOH|JENDERAK|0
060803000|PAHANG|TEMERLOH|KERDAU|0
060804000|PAHANG|TEMERLOH|LEBAK|0
060805000|PAHANG|TEMERLOH|LIPAT KAJANG|0
060806000|PAHANG|TEMERLOH|MENTEKAB|0
060807000|PAHANG|TEMERLOH|PERAK|0
060808000|PAHANG|TEMERLOH|SANGGANG|0
060809000|PAHANG|TEMERLOH|SEMANTAN|0
060810000|PAHANG|TEMERLOH|SONGSANG|0
060811000|PAHANG|TEMERLOH|BERA|0
060812000|PAHANG|TEMERLOH|TERIANG|0
060840000|PAHANG|TEMERLOH|MENTEKAB|0
060841000|PAHANG|TEMERLOH|TEMERLOH|0
060842000|PAHANG|TEMERLOH|TERIANG|0
060870000|PAHANG|TEMERLOH|DURIAN TAWAR|0
060871000|PAHANG|TEMERLOH|KERDAU|0
060872000|PAHANG|TEMERLOH|K. KERAU|0
060873000|PAHANG|TEMERLOH|LANCANG|0
060874000|PAHANG|TEMERLOH|MENGKARAK|0
060875000|PAHANG|TEMERLOH|MENGKUANG|0
060901000|PAHANG|ROMPIN|ENDAU|0
060902000|PAHANG|ROMPIN|KERATONG|0
060903000|PAHANG|ROMPIN|PONTIAN|0
060904000|PAHANG|ROMPIN|ROMPIN|0
060905000|PAHANG|ROMPIN|TIOMAN|0
060970000|PAHANG|ROMPIN|K. ROMPIN|0
060971000|PAHANG|ROMPIN|ROMPIN|0
061001000|PAHANG|MARAN|BKT. SEGUMPAT|0
061002000|PAHANG|MARAN|CENUR|0
061003000|PAHANG|MARAN|KERTAU|0
061004000|PAHANG|MARAN|LUIT|0
061040000|PAHANG|MARAN|MARAN|0
061070000|PAHANG|MARAN|CENUR|0
061111000|PAHANG|BERA|BERA|0
070101000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 1|0
070102000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 2|0
070103000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 3|0
070104000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 4|0
070105000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 5|0
070106000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 6|0
070107000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 7|0
070108000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 8|0
070109000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 9|0
070110000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 10|0
070111000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 11|0
070112000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 12|0
070113000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 13|0
070114000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 14|0
070115000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 15|0
070116000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 16|0
070117000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 17|0
070118000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 18|0
070119000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 19|0
070120000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 20|0
070121000|PULAU PINANG|SEBERANG PERAI TENGAH|MUKIM 21|0
070140000|PULAU PINANG|SEBERANG PERAI TENGAH|BANDAR BUKIT MERTAJAM|0
070140000|PULAU PINANG|SEBERANG PERAI TENGAH|BANDAR PERAI|0
070201000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 1|0
070202000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 2|0
070203000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 3|0
070204000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 4|0
070205000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 5|0
070206000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 6|0
070207000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 7|0
070208000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 8|0
070209000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 9|0
070210000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 10|0
070211000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 11|0
070212000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 12|0
070213000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 13|0
070214000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 14|0
070215000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 15|0
070216000|PULAU PINANG|SEBERANG PERAI UTARA|MUKIM 16|0
070240000|PULAU PINANG|SEBERANG PERAI UTARA|BANDAR BUTTERWORTH|0
070241000|PULAU PINANG|SEBERANG PERAI UTARA|BANDAR KEPALA BATAS|0
070301000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 1|0
070302000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 2|0
070303000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 3|0
070304000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 4|0
070305000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 5|0
070306000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 6|0
070307000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 7|0
070308000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 8|0
070309000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 9|0
070310000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 10|0
070311000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 11|0
070312000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 12|0
070313000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 13|0
070314000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 14|0
070315000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 15|0
070316000|PULAU PINANG|SEBERANG PERAI SELATAN|MUKIM 16|0
070340000|PULAU PINANG|SEBERANG PERAI SELATAN|BANDAR NIBUNG TEBAL|0
070341000|PULAU PINANG|SEBERANG PERAI SELATAN|BANDAR SUNGAI BAKAP|0
070401000|PULAU PINANG|TIMUR LAUT|MUKIM 1|0
070402000|PULAU PINANG|TIMUR LAUT|MUKIM 2|0
070403000|PULAU PINANG|TIMUR LAUT|MUKIM 3|0
070404000|PULAU PINANG|TIMUR LAUT|MUKIM 4|0
070405000|PULAU PINANG|TIMUR LAUT|MUKIM 5|0
070406000|PULAU PINANG|TIMUR LAUT|MUKIM 6|0
070440000|PULAU PINANG|TIMUR LAUT|BANDAR AIR HITAM|0
070441000|PULAU PINANG|TIMUR LAUT|BANDAR BATU FERINGGI|0
070442000|PULAU PINANG|TIMUR LAUT|BANDAR BUKIT BERDERA|0
070443000|PULAU PINANG|TIMUR LAUT|BANDAR GELUGUR|0
070444000|PULAU PINANG|TIMUR LAUT|BANDAR GEORGE TOWN|0
070445000|PULAU PINANG|TIMUR LAUT|BANDAR JELUTONG|0
070446000|PULAU PINANG|TIMUR LAUT|BANDAR TANJUNG BUNGA|0
070447000|PULAU PINANG|TIMUR LAUT|BANDAR TANJUNG TOKONG|0
070501000|PULAU PINANG|BARAT DAYA|MUKIM 1|0
070502000|PULAU PINANG|BARAT DAYA|MUKIM 2|0
070503000|PULAU PINANG|BARAT DAYA|MUKIM 3|0
070504000|PULAU PINANG|BARAT DAYA|MUKIM 4|0
070505000|PULAU PINANG|BARAT DAYA|MUKIM 5|0
