CODE     |STATE|DAERAH    |BDR/MKM/PKN|SECTION
070506000|PULAU PINANG|BARAT DAYA|MUKIM 6|0
070507000|PULAU PINANG|BARAT DAYA|MUKIM 7|0
070508000|PULAU PINANG|BARAT DAYA|MUKIM 8|0
070509000|PULAU PINANG|BARAT DAYA|MUKIM 9|0
070510000|PULAU PINANG|BARAT DAYA|MUKIM 10|0
070511000|PULAU PINANG|BARAT DAYA|MUKIM 11|0
070512000|PULAU PINANG|BARAT DAYA|MUKIM 12|0
070513000|PULAU PINANG|BARAT DAYA|MUKIM A|0
070514000|PULAU PINANG|BARAT DAYA|MUKIM B|0
070515000|PULAU PINANG|BARAT DAYA|MUKIM C|0
070516000|PULAU PINANG|BARAT DAYA|MUKIM D|0
070517000|PULAU PINANG|BARAT DAYA|MUKIM E|0
070518000|PULAU PINANG|BARAT DAYA|MUKIM F|0
070519000|PULAU PINANG|BARAT DAYA|MUKIM G|0
070520000|PULAU PINANG|BARAT DAYA|MUKIM H|0
070521000|PULAU PINANG|BARAT DAYA|MUKIM I|0
070522000|PULAU PINANG|BARAT DAYA|MUKIM J|0
070540000|PULAU PINANG|BARAT DAYA|BANDAR BALIK PULAU|0
070541000|PULAU PINANG|BARAT DAYA|BANDAR BAYAN LEPAS|0
07060 000|PULAU PINANG|BANDARAYA GEORGETOWN|0|0
080101000|PERAK|BATANG PADANG|BATANG PADANG|0
080102000|PERAK|BATANG PADANG|BIDOR|0
080102000|PERAK|BATANG PADANG|BIDUR|0
080103000|PERAK|BATANG PADANG|CHENDERIANG|0
080103000|PERAK|BATANG PADANG|CENDERIANG|0
080104000|PERAK|BATANG PADANG|HULU BERNAM BARAT|0
080105000|PERAK|BATANG PADANG|HULU BERNAM TIMUR|0
080105000|PERAK|BATANG PADANG|HULU BERNAM TIMOR|0
080106000|PERAK|BATANG PADANG|SLIM|0
080107000|PERAK|BATANG PADANG|SUNGKAI|0
080140000|PERAK|BATANG PADANG|BIDOR|0
080140000|PERAK|BATANG PADANG|BIDUR|0
080141000|PERAK|BATANG PADANG|CHENDERIANG|0
080141000|PERAK|BATANG PADANG|CENDERIANG|0
080142000|PERAK|BATANG PADANG|SUNGKAI|0
080143000|PERAK|BATANG PADANG|TANJONG MALIM|0
080143000|PERAK|BATANG PADANG|TANJUNG MALIM|0
080144000|PERAK|BATANG PADANG|TAPAH|0
080145000|PERAK|BATANG PADANG|TEMOH|0
080145000|PERAK|BATANG PADANG|TEMUH|0
080170000|PERAK|BATANG PADANG|AYER KUNING|0
080170000|PERAK|BATANG PADANG|AIR KUNING|0
080171000|PERAK|BATANG PADANG|BANIR|0
080172000|PERAK|BATANG PADANG|BANTANG|0
080173000|PERAK|BATANG PADANG|BIKOM|0
080173000|PERAK|BATANG PADANG|BIKAM|0
080174000|PERAK|BATANG PADANG|SLIM|0
080175000|PERAK|BATANG PADANG|SUNGAI LESONG|0
080175000|PERAK|BATANG PADANG|SUNGAI LESUNG|0
080176000|PERAK|BATANG PADANG|TAPAH ROAD|0
080177000|PERAK|BATANG PADANG|TEMOH STATION|0
080177000|PERAK|BATANG PADANG|TEMUH STATION|0
080178000|PERAK|BATANG PADANG|TEROLAK|0
080179000|PERAK|BATANG PADANG|SUNGAI PERAH|0
080201000|PERAK|MANJUNG|BERUAS|0
080202000|PERAK|MANJUNG|LEKIR|0
080203000|PERAK|MANJUNG|LUMUT|0
080204000|PERAK|MANJUNG|PENGKALAN BAHARU|0
080205000|PERAK|MANJUNG|SITIAWAN|0
080240000|PERAK|MANJUNG|LUMUT|0
080270000|PERAK|MANJUNG|AYER TAWAR|0
080270000|PERAK|MANJUNG|AIR TAWAR|0
080271000|PERAK|MANJUNG|BERUAS|0
080272000|PERAK|MANJUNG|CHANGKAT KERUING|0
080272000|PERAK|MANJUNG|CANGKAT KERUING|0
080273000|PERAK|MANJUNG|DAMAR LAUT|0
080274000|PERAK|MANJUNG|KAMPONG BAHARU|0
080274000|PERAK|MANJUNG|KAMPUNG BAHARU|0
080275000|PERAK|MANJUNG|KAMPONG KOH|0
080275000|PERAK|MANJUNG|KAMPUNG KOH|0
080276000|PERAK|MANJUNG|KAMPONG SITIAWAN|0
080276000|PERAK|MANJUNG|KAMPUNG SITIAWAN|0
080277000|PERAK|MANJUNG|PANGKOR|0
080277000|PERAK|MANJUNG|PANGKUR|0
080278000|PERAK|MANJUNG|PANTAI REMIS|0
080280000|PERAK|MANJUNG|PEKAN GURNEY|0
080281000|PERAK|MANJUNG|PENGKALAN BAHARU|0
080282000|PERAK|MANJUNG|SEGARI|0
080283000|PERAK|MANJUNG|SITIAWAN|0
080284000|PERAK|MANJUNG|SUNGAI PINANG KECHIL|0
080284000|PERAK|MANJUNG|SUNGAI PINANG KECIL|0
080285000|PERAK|MANJUNG|BERUAS|0
080286000|PERAK|MANJUNG|KAMPONG JERING|0
080286000|PERAK|MANJUNG|KAMPUNG JERING|0
080287000|PERAK|MANJUNG|KAMPONG MERBAU|0
080287000|PERAK|MANJUNG|KAMPUNG MERBAU|0
080288000|PERAK|MANJUNG|KAMPONG RAJA HITAM|0
080288000|PERAK|MANJUNG|KAMPUNG RAJA HITAM|0
080289000|PERAK|MANJUNG|SIMPANG DUA|0
080290000|PERAK|MANJUNG|SIMPANG LIMA|0
080301000|PERAK|KINTA|BELANJA|0
080302000|PERAK|KINTA|HULU KINTA|0
080303000|PERAK|KINTA|KAMPAR|0
080304000|PERAK|KINTA|SUNGAI RAYA|0
080305000|PERAK|KINTA|SUNGAI TERAP|0
080306000|PERAK|KINTA|TANJONG TUALANG|0
080306000|PERAK|KINTA|TANJUNG TUALANG|0
080307000|PERAK|KINTA|TEJA|0
080340000|PERAK|KINTA|BATU GAJAH|0
080341000|PERAK|KINTA|CHEMOR|0
080341000|PERAK|KINTA|CEMUR|0
080342000|PERAK|KINTA|GOPENG|0
080343000|PERAK|KINTA|IPOH|0
080343000|PERAK|KINTA|IPOH (UTARA)|0
080344000|PERAK|KINTA|IPOH|0
080344000|PERAK|KINTA|IPOH (SELATAN)|0
080345000|PERAK|KINTA|JELAPANG|0
080346000|PERAK|KINTA|KAMPAR|0
080347000|PERAK|KINTA|LAHAT|0
080348000|PERAK|KINTA|MENGLEMBU|0
080349000|PERAK|KINTA|PAPAN|0
080350000|PERAK|KINTA|PULAI|0
080351000|PERAK|KINTA|PUSING|0
080352000|PERAK|KINTA|SEPUTEH|0
080352000|PERAK|KINTA|SIPUTIH|0
080353000|PERAK|KINTA|SUNGAI RAYA|0
080354000|PERAK|KINTA|TAMBUN|0
080355000|PERAK|KINTA|TANJONG RAMBUTAN|0
080355000|PERAK|KINTA|TANJUNG RAMBUTAN|0
080356000|PERAK|KINTA|TERONOH|0
080370000|PERAK|KINTA|KANTHAN|0
080370000|PERAK|KINTA|KANTAN|0
080371000|PERAK|KINTA|KOTA BAHARU|0
080372000|PERAK|KINTA|MALIM NAWAR|0
080373000|PERAK|KINTA|SIMPANG PULAI|0
080374000|PERAK|KINTA|TANJONG TUALANG|0
080374000|PERAK|KINTA|TANJUNG TUALANG|0
080375000|PERAK|KINTA|BALI|0
080376000|PERAK|KINTA|BEMBAN|0
080377000|PERAK|KINTA|CHENDERONG|0
080377000|PERAK|KINTA|CENDERUNG|0
080378000|PERAK|KINTA|GUNONG HIJAU|0
080378000|PERAK|KINTA|GUNUNG HIJAU|0
080379000|PERAK|KINTA|GUNONG RAPAT|0
080379000|PERAK|KINTA|GUNUNG RAPAT|0
080380000|PERAK|KINTA|JERAM|0
080381000|PERAK|KINTA|KHANTAN BAHARU|0
080381000|PERAK|KINTA|KANTAN BAHARU|0
080382000|PERAK|KINTA|KAMPONG BERCHAM|0
080382000|PERAK|KINTA|KAMPUNG BERCAM|0
080383000|PERAK|KINTA|KAMPONG TIMAH|0
080383000|PERAK|KINTA|KAMPUNG TIMAH|0
080384000|PERAK|KINTA|KUALA DIPANG|0
080385000|PERAK|KINTA|LAWAN KUDA BAHARU|0
080386000|PERAK|KINTA|MAMBANG DI AWAN|0
080387000|PERAK|KINTA|NALLA|0
080388000|PERAK|KINTA|SUNGAI SIPUT SELATAN|0
080389000|PERAK|KINTA|SIMPANG PULAI|0
080401000|PERAK|KRIAN|BAGAN SERAI|0
080402000|PERAK|KRIAN|BAGAN TIANG|0
080403000|PERAK|KRIAN|BERIAH|0
080404000|PERAK|KRIAN|GUNUNG SEMANGGUL|0
080405000|PERAK|KRIAN|KUALA KURAU|0
080406000|PERAK|KRIAN|PARIT BUNTAR|0
080407000|PERAK|KRIAN|SELINSING|0
080408000|PERAK|KRIAN|TANJONG PIANDANG|0
080408000|PERAK|KRIAN|TANJUNG PIANDANG|0
080440000|PERAK|KRIAN|BAGAN SERAI|0
080441000|PERAK|KRIAN|KUALA KURAU|0
080442000|PERAK|KRIAN|PARIT BUNTAR|0
080470000|PERAK|KRIAN|BUKIT MERAH|0
080471000|PERAK|KRIAN|JALAN BARU|0
080471000|PERAK|KRIAN|JALAN BAHARU|0
080472000|PERAK|KRIAN|SIMPANG EMPAT|0
080473000|PERAK|KRIAN|SIMPANG LIMA|0
080474000|PERAK|KRIAN|SUNGAI GEDONG|0
080474000|PERAK|KRIAN|SUNGAI GEDUNG|0
080475000|PERAK|KRIAN|TANJONG PIANDANG|0
080475000|PERAK|KRIAN|TANJUNG PIANDANG|0
080476000|PERAK|KRIAN|BALEK BUKIT|0
080476000|PERAK|KRIAN|BALIK BUKIT|0
080477000|PERAK|KRIAN|KAMPONG SELAMAT|0
080477000|PERAK|KRIAN|KAMPUNG SELAMAT|0
080478000|PERAK|KRIAN|PONDOK TANJONG|0
080478000|PERAK|KRIAN|PONDOK TANJUNG|0
080501000|PERAK|KUALA KANGSAR|CHEGAR GALAH|0
080501000|PERAK|KUALA KANGSAR|CEGAR GALAH|0
080502000|PERAK|KUALA KANGSAR|KAMPONG BUAYA|0
080502000|PERAK|KUALA KANGSAR|KAMPUNG BUAYA|0
080503000|PERAK|KUALA KANGSAR|KOTA LAMA KANAN|0
080504000|PERAK|KUALA KANGSAR|KOTA LAMA KIRI|0
080505000|PERAK|KUALA KANGSAR|LUBOK MERBAU|0
080505000|PERAK|KUALA KANGSAR|LUBUK MERBAU|0
080506000|PERAK|KUALA KANGSAR|PULAU KAMIRI|0
080507000|PERAK|KUALA KANGSAR|SAYUNG|0
080508000|PERAK|KUALA KANGSAR|SENGGANG|0
080509000|PERAK|KUALA KANGSAR|SUNGAI SIPUT|0
080540000|PERAK|KUALA KANGSAR|KUALA KANGSAR|0
080541000|PERAK|KUALA KANGSAR|SUNGAI SIPUT|0
080570000|PERAK|KUALA KANGSAR|GUNONG PONDOK|0
080570000|PERAK|KUALA KANGSAR|GUNUNG PONDOK|0
080571000|PERAK|KUALA KANGSAR|JERLUN|0
080572000|PERAK|KUALA KANGSAR|KARAI|0
080573000|PERAK|KUALA KANGSAR|KATI|0
080574000|PERAK|KUALA KANGSAR|LUBOK MERBAU|0
080574000|PERAK|KUALA KANGSAR|LUBUK MERBAU|0
080575000|PERAK|KUALA KANGSAR|MANONG|0
080575000|PERAK|KUALA KANGSAR|MANUNG|0
080576000|PERAK|KUALA KANGSAR|PADANG RENGAS|0
080577000|PERAK|KUALA KANGSAR|SALAK|0
080578000|PERAK|KUALA KANGSAR|JERLUN|0
080579000|PERAK|KUALA KANGSAR|LIMAN KATI|0
080580000|PERAK|KUALA KANGSAR|LINTANG|0
080581000|PERAK|KUALA KANGSAR|RIMBA PANJANG|0
080582000|PERAK|KUALA KANGSAR|SALAK BAHARU|0
080583000|PERAK|KUALA KANGSAR|SAUK|0
080584000|PERAK|KUALA KANGSAR|SUNGAI BULOH|0
080584000|PERAK|KUALA KANGSAR|SUNGAI BULUH|0
080585000|PERAK|KUALA KANGSAR|SIMPANG JALONG|0
080585000|PERAK|KUALA KANGSAR|SIMPANG JALUNG|0
080601000|PERAK|LARUT DAN MATANG|ASAM KUMBANG|0
080602000|PERAK|LARUT DAN MATANG|BATU KURAU|0
080603000|PERAK|LARUT DAN MATANG|BUKIT GANTANG|0
080604000|PERAK|LARUT DAN MATANG|JEBONG|0
080604000|PERAK|LARUT DAN MATANG|JEBUNG|0
080605000|PERAK|LARUT DAN MATANG|KAMUNTING|0
080605000|PERAK|LARUT DAN MATANG|KEMUNTING|0
080606000|PERAK|LARUT DAN MATANG|PENGKALAN AOR|0
080607000|PERAK|LARUT DAN MATANG|SIMPANG|0
080608000|PERAK|LARUT DAN MATANG|SUNGAI LIMAU|0
080609000|PERAK|LARUT DAN MATANG|SUNGAI TINGGI|0
080610000|PERAK|LARUT DAN MATANG|TERUNG|0
080611000|PERAK|LARUT DAN MATANG|TUPAI|0
080640000|PERAK|LARUT DAN MATANG|KEMUNTING|0
080641000|PERAK|LARUT DAN MATANG|KUALA SEPETANG|0
080642000|PERAK|LARUT DAN MATANG|MATANG|0
080643000|PERAK|LARUT DAN MATANG|TAIPING|0
080670000|PERAK|LARUT DAN MATANG|BATU KURAU|0
080671000|PERAK|LARUT DAN MATANG|CHANGKAT JERING|0
080671000|PERAK|LARUT DAN MATANG|CANGKAT JERING|0
080672000|PERAK|LARUT DAN MATANG|PONDOK TANJONG|0
080672000|PERAK|LARUT DAN MATANG|PONDOK TANJUNG|0
080673000|PERAK|LARUT DAN MATANG|SIMPANG|0
080674000|PERAK|LARUT DAN MATANG|TERUNG|0
080675000|PERAK|LARUT DAN MATANG|AYER TERJUN|0
080676000|PERAK|LARUT DAN MATANG|AULONG|0
080677000|PERAK|LARUT DAN MATANG|CHANGKAT LARAH|0
080677000|PERAK|LARUT DAN MATANG|CANGKAT LARAH|0
080678000|PERAK|LARUT DAN MATANG|PADANG GAJAH|0
080679000|PERAK|LARUT DAN MATANG|POKOK ASAM|0
080680000|PERAK|LARUT DAN MATANG|SUNGAI ROTAN|0
080701000|PERAK|HILIR PERAK|BAGAN DATUK|0
080702000|PERAK|HILIR PERAK|CHANGKAT JONG|0
080702000|PERAK|HILIR PERAK|CANGKAT JONG|0
080703000|PERAK|HILIR PERAK|DURIAN SEBATANG|0
080704000|PERAK|HILIR PERAK|HUTAN MELINTANG|0
080705000|PERAK|HILIR PERAK|LABU KUBUNG|0
080705000|PERAK|HILIR PERAK|LABU KUBONG|0
080706000|PERAK|HILIR PERAK|RUNGKUP|0
080707000|PERAK|HILIR PERAK|SUNGAI DURIAN|0
080708000|PERAK|HILIR PERAK|SUNGAI MANIK|0
080709000|PERAK|HILIR PERAK|TELUK BARU|0
080709000|PERAK|HILIR PERAK|TELUK BAHARU|0
080740000|PERAK|HILIR PERAK|TELUK INTAN|0
080770000|PERAK|HILIR PERAK|BAGAN DATUK|0
080771000|PERAK|HILIR PERAK|BATAK RABIT|0
080772000|PERAK|HILIR PERAK|BATU DUA PULOH|0
080772000|PERAK|HILIR PERAK|BATU DUA PULUH|0
080773000|PERAK|HILIR PERAK|CHIKUS|0
080773000|PERAK|HILIR PERAK|CIKUS|0
080774000|PERAK|HILIR PERAK|DEGONG|0
080774000|PERAK|HILIR PERAK|DEGUNG|0
080775000|PERAK|HILIR PERAK|HUTAN MELINTANG|0
080776000|PERAK|HILIR PERAK|JENDARATA|0
080776000|PERAK|HILIR PERAK|JENDERATA|0
080777000|PERAK|HILIR PERAK|KAMPONG SUNGAI HAJI MOHAMED|0
080777000|PERAK|HILIR PERAK|KAMPUNG SUNGAI HAJI MOHAMED|0
080778000|PERAK|HILIR PERAK|LANGKAP|0
080779000|PERAK|HILIR PERAK|SELEKOH|0
080780000|PERAK|HILIR PERAK|SIMPANG EMPAT|0
080781000|PERAK|HILIR PERAK|SIMPANG TIGA (RUNGKUP)|0
080782000|PERAK|HILIR PERAK|SUNGAI SUMUN|0
080783000|PERAK|HILIR PERAK|TELUK INTAN WHARF|0
080784000|PERAK|HILIR PERAK|AYER HITAM|0
080784000|PERAK|HILIR PERAK|AIR HITAM|0
080785000|PERAK|HILIR PERAK|CHUI CHAK|0
080785000|PERAK|HILIR PERAK|CUI CAK|0
080801000|PERAK|ULU PERAK|BELUKAR SEMANG|0
080802000|PERAK|ULU PERAK|BELUM|0
080803000|PERAK|ULU PERAK|DURIAN PIPIT|0
080804000|PERAK|ULU PERAK|GERIK|0
080805000|PERAK|ULU PERAK|KENERING|0
080806000|PERAK|ULU PERAK|PENGKALAN HULU|0
080806000|PERAK|ULU PERAK|KERUH|0
080807000|PERAK|ULU PERAK|KERUNAI|0
080808000|PERAK|ULU PERAK|LENGGONG|0
080808000|PERAK|ULU PERAK|LENGGUNG|0
080809000|PERAK|ULU PERAK|TEMELONG|0
080809000|PERAK|ULU PERAK|TEMELUNG|0
080810000|PERAK|ULU PERAK|TEMENGOR|0
080810000|PERAK|ULU PERAK|TEMENGUR|0
080840000|PERAK|ULU PERAK|GERIK|0
080841000|PERAK|ULU PERAK|KELIAN INTAN|0
080842000|PERAK|ULU PERAK|PENGKALAN HULU|0
080842000|PERAK|ULU PERAK|KERUH|0
080843000|PERAK|ULU PERAK|LAWIN|0
080844000|PERAK|ULU PERAK|LENGGONG|0
080844000|PERAK|ULU PERAK|LENGGUNG|0
080870000|PERAK|ULU PERAK|AIR KALA|0
080870000|PERAK|ULU PERAK|AYER KALA|0
080871000|PERAK|ULU PERAK|PENGKALAN HULU|0
080871000|PERAK|ULU PERAK|KERUH|0
080873000|PERAK|ULU PERAK|TASEK|0
080873000|PERAK|ULU PERAK|TASIK|0
080901000|PERAK|SELAMA|HULU IJOK|0
080901000|PERAK|SELAMA|HULU IJUK|0
080902000|PERAK|SELAMA|HULU SELAMA|0
080903000|PERAK|SELAMA|SELAMA|0
080940000|PERAK|SELAMA|SELAMA|0
080970000|PERAK|SELAMA|RANTAU PANJANG|0
080971000|PERAK|SELAMA|SUNGAI BAYUR|0
081001000|PERAK|PERAK TENGAH|BANDAR|0
081002000|PERAK|PERAK TENGAH|BELANJA|0
081003000|PERAK|PERAK TENGAH|BOTA|0
081004000|PERAK|PERAK TENGAH|JAYA BARU|0
081004000|PERAK|PERAK TENGAH|JAYA BAHARU|0
081005000|PERAK|PERAK TENGAH|KAMPONG GAJAH|0
081005000|PERAK|PERAK TENGAH|KAMPUNG GAJAH|0
081006000|PERAK|PERAK TENGAH|KOTA SETIA|0
081007000|PERAK|PERAK TENGAH|LAMBOR KANAN|0
081007000|PERAK|PERAK TENGAH|LAMBUR KANAN|0
081008000|PERAK|PERAK TENGAH|LAMBOR KIRI|0
081008000|PERAK|PERAK TENGAH|LAMBUR KIRI|0
081009000|PERAK|PERAK TENGAH|LAYANG-LAYANG|0
081010000|PERAK|PERAK TENGAH|PASIR PANJANG HULU|0
081011000|PERAK|PERAK TENGAH|PASIR SALAK|0
081012000|PERAK|PERAK TENGAH|PULAU TIGA|0
081070000|PERAK|PERAK TENGAH|BOTA KANAN|0
081071000|PERAK|PERAK TENGAH|KAMPUNG BULOH AKAR|0
081071000|PERAK|PERAK TENGAH|KAMPUNG BULUH AKAR|0
081072000|PERAK|PERAK TENGAH|KOTA SETIA|0
081073000|PERAK|PERAK TENGAH|PARIT|0
081074000|PERAK|PERAK TENGAH|TANJONG BELANJA|0
081074000|PERAK|PERAK TENGAH|TANJUNG BELANJA|0
090101000|PERLIS|PERLIS|ABI|0
090102000|PERLIS|PERLIS|ARAU|0
090103000|PERLIS|PERLIS|BESERI|0
090104000|PERLIS|PERLIS|CUPING|0
090105000|PERLIS|PERLIS|HUTAN AJI|0
090106000|PERLIS|PERLIS|JEJAWI|0
090107000|PERLIS|PERLIS|KAYANG|0
090108000|PERLIS|PERLIS|KECUR|0
090109000|PERLIS|PERLIS|KUALA PERLIS|0
090110000|PERLIS|PERLIS|KURUNG ANAI|0
090111000|PERLIS|PERLIS|KURUNG BATANG|0
090112000|PERLIS|PERLIS|NGOLANG|0
090113000|PERLIS|PERLIS|ORAN|0
090114000|PERLIS|PERLIS|PADANG PAUH|0
090115000|PERLIS|PERLIS|PADANG SIDING|0
090116000|PERLIS|PERLIS|PAYA|0
090117000|PERLIS|PERLIS|SANGLANG|0
090118000|PERLIS|PERLIS|SENA|0
090119000|PERLIS|PERLIS|SERIAB|0
090120000|PERLIS|PERLIS|SUNGAI ADAM|0
090121000|PERLIS|PERLIS|TITI TINGGI|0
090122000|PERLIS|PERLIS|WANG BINTUNG|0
090140000|PERLIS|PERLIS|ARAU|0
090141000|PERLIS|PERLIS|KANGAR|0
090170000|PERLIS|PERLIS|KUALA PERLIS|0
090171000|PERLIS|PERLIS|PADANG BESAR|0
100101000|SELANGOR|KLANG|KAPAR|0
100102000|SELANGOR|KLANG|KLANG|0
100140000|SELANGOR|KLANG|KLANG|0
100141000|SELANGOR|KLANG|PORT SWETTENHAM|0
100142000|SELANGOR|KLANG|BANDAR SULTAN SULAIMAN|0
100143000|SELANGOR|KLANG|SHAH ALAM|0
100170000|SELANGOR|KLANG|BUKIT KEMUNING|0
100171000|SELANGOR|KLANG|KAPAR|0
100172000|SELANGOR|KLANG|MERU|0
100173000|SELANGOR|KLANG|TELUK MENEGUN|0
100174000|SELANGOR|KLANG|BATU EMPAT|0
100175000|SELANGOR|KLANG|PANDAMARAN|0
100176000|SELANGOR|KLANG|PULAU KETAM|0
100201000|SELANGOR|KUALA LANGAT|BANDAR|0
100202000|SELANGOR|KUALA LANGAT|BATU|0
100203000|SELANGOR|KUALA LANGAT|JUGRA|0
100204000|SELANGOR|KUALA LANGAT|KELANANG|0
100205000|SELANGOR|KUALA LANGAT|MORIB|0
100206000|SELANGOR|KUALA LANGAT|TANJUNG DUA BELAS|0
100207000|SELANGOR|KUALA LANGAT|TELUK PANGLIMA GARANG|0
100240000|SELANGOR|KUALA LANGAT|BANTING|0
100241000|SELANGOR|KUALA LANGAT|JENJARUM|0
100242000|SELANGOR|KUALA LANGAT|SIJANGKANG|0
100243000|SELANGOR|KUALA LANGAT|TANJUNG SEPAT|0
100244000|SELANGOR|KUALA LANGAT|TELUK PANGLIMA GARANG|0
100270000|SELANGOR|KUALA LANGAT|BATU|0
100271000|SELANGOR|KUALA LANGAT|BUKIT CANGGANG|0
100272000|SELANGOR|KUALA LANGAT|CHODOI|0
100273000|SELANGOR|KUALA LANGAT|JENJARUM|0
100274000|SELANGOR|KUALA LANGAT|KANCUNG|0
100275000|SELANGOR|KUALA LANGAT|KANCUNG DARAT|0
100276000|SELANGOR|KUALA LANGAT|KELANANG BATU ENAM|0
100277000|SELANGOR|KUALA LANGAT|MORIB|0
100278000|SELANGOR|KUALA LANGAT|PERMATANG PASIR|0
100279000|SELANGOR|KUALA LANGAT|SIJANGKANG|0
100280000|SELANGOR|KUALA LANGAT|SIMPANG MORIB|0
100281000|SELANGOR|KUALA LANGAT|SUNGAI MANGGIS|0
100282000|SELANGOR|KUALA LANGAT|SUNGAI RABA|0
100283000|SELANGOR|KUALA LANGAT|TANJUNG DUA BELAS|0
100284000|SELANGOR|KUALA LANGAT|TELUK DATUK|0
100285000|SELANGOR|KUALA LANGAT|TELUK PANGLIMA GARANG|0
100285000|SELANGOR|KUALA LANGAT|TELUK|0
100286000|SELANGOR|KUALA LANGAT|TONGKAH|0
100287000|SELANGOR|KUALA LANGAT|TELOK|0
100401000|SELANGOR|KUALA SELANGOR|API-API|0
100402000|SELANGOR|KUALA SELANGOR|BATANG BERJUNTAI|0
100403000|SELANGOR|KUALA SELANGOR|HUJUNG PERMATANG|0
100404000|SELANGOR|KUALA SELANGOR|ULU TINGGI|0
100405000|SELANGOR|KUALA SELANGOR|IJUK|0
100406000|SELANGOR|KUALA SELANGOR|JERAM|0
100407000|SELANGOR|KUALA SELANGOR|KUALA SELANGOR|0
100408000|SELANGOR|KUALA SELANGOR|PASANGAN|0
100409000|SELANGOR|KUALA SELANGOR|TANJUNG KARANG|0
100440000|SELANGOR|KUALA SELANGOR|KUALA SELANGOR|0
100441000|SELANGOR|KUALA SELANGOR|TANJUNG KARANG|0
100470000|SELANGOR|KUALA SELANGOR|ASAM JAWA|0
100471000|SELANGOR|KUALA SELANGOR|BATANG BERJUNTAI|0
100472000|SELANGOR|KUALA SELANGOR|BUKIT ROTAN|0
100473000|SELANGOR|KUALA SELANGOR|JERAM|0
100474000|SELANGOR|KUALA SELANGOR|KAMPUNG KUANTAN|0
100475000|SELANGOR|KUALA SELANGOR|KUALA SUNGAI BULUH|0
100476000|SELANGOR|KUALA SELANGOR|PASIR PENAMBANG|0
100477000|SELANGOR|KUALA SELANGOR|SIMPANG TIGA|0
100478000|SELANGOR|KUALA SELANGOR|TANJUNG KARANG|0
100479000|SELANGOR|KUALA SELANGOR|BUKIT BELIMBING|0
100480000|SELANGOR|KUALA SELANGOR|BUKIT TALANG|0
100481000|SELANGOR|KUALA SELANGOR|KAMPUNG BARU ULU TIRAM BURUK|0
100482000|SELANGOR|KUALA SELANGOR|PARIT MAHANG|0
100483000|SELANGOR|KUALA SELANGOR|SIMPANG TIGA IJUK|0
100484000|SELANGOR|KUALA SELANGOR|SUNGAI SEMBILANG|0
100485000|SELANGOR|KUALA SELANGOR|TAMAN PKNS|0
100486000|SELANGOR|KUALA SELANGOR|TAMBAK JAWA|0
100501000|SELANGOR|SABAK BERNAM|BAGAN NAKHODA OMAR|0
100502000|SELANGOR|SABAK BERNAM|PANCANG BEDENA|0
100503000|SELANGOR|SABAK BERNAM|PASIR PANJANG|0
100504000|SELANGOR|SABAK BERNAM|SABAK|0
100505000|SELANGOR|SABAK BERNAM|SUNGAI PANJANG|0
100570000|SELANGOR|SABAK BERNAM|BAGAN TERAP|0
100571000|SELANGOR|SABAK BERNAM|PARIT ENAM|0
100572000|SELANGOR|SABAK BERNAM|PARIT SEMBILAN|0
100573000|SELANGOR|SABAK BERNAM|SEKINCAN|0
100574000|SELANGOR|SABAK BERNAM|SIMPANG LIMA|0
100575000|SELANGOR|SABAK BERNAM|SABAK|0
100576000|SELANGOR|SABAK BERNAM|SUNGAI AIR TAWAR|0
100577000|SELANGOR|SABAK BERNAM|SUNGAI SEPINTAS|0
100578000|SELANGOR|SABAK BERNAM|BAGAN NAKHODA OMAR|0
100579000|SELANGOR|SABAK BERNAM|PARIT BARU|0
100580000|SELANGOR|SABAK BERNAM|PASIR PANJANG|0
100581000|SELANGOR|SABAK BERNAM|SEKINCAN SITE A|0
100582000|SELANGOR|SABAK BERNAM|SUNGAI BESAR|0
100583000|SELANGOR|SABAK BERNAM|SUNGAI HAJI DORANI|0
100584000|SELANGOR|SABAK BERNAM|SUNGAI NIBUNG|0
100601000|SELANGOR|ULU LANGAT|BERANANG|0
100602000|SELANGOR|ULU LANGAT|CHERAS|0
100603000|SELANGOR|ULU LANGAT|EMPANG|0
100604000|SELANGOR|ULU LANGAT|ULU LANGAT|0
100605000|SELANGOR|ULU LANGAT|ULU SEMENYIH|0
100606000|SELANGOR|ULU LANGAT|KAJANG|0
100607000|SELANGOR|ULU LANGAT|SEMENYIH|0
100640001|SELANGOR|ULU LANGAT|BANDAR CHERAS|1
100640002|SELANGOR|ULU LANGAT|BANDAR CHERAS|3
100640004|SELANGOR|ULU LANGAT|BANDAR CHERAS|4
100640005|SELANGOR|ULU LANGAT|BANDAR CHERAS|5
100641003|SELANGOR|ULU LANGAT|BANDAR ULU LANGAT|3
100641004|SELANGOR|ULU LANGAT|BANDAR ULU LANGAT|4
100641013|SELANGOR|ULU LANGAT|BANDAR ULU LANGAT|13
100642001|SELANGOR|ULU LANGAT|BANDAR KAJANG|1
100642002|SELANGOR|ULU LANGAT|BANDAR KAJANG|2
100642003|SELANGOR|ULU LANGAT|BANDAR KAJANG|3
100642004|SELANGOR|ULU LANGAT|BANDAR KAJANG|4
100642005|SELANGOR|ULU LANGAT|BANDAR KAJANG|5
100642006|SELANGOR|ULU LANGAT|BANDAR KAJANG|6
