Discipline	Name	Color	Linetype	LineWeight	Plot	Description
Architecture	A-ANNO-DIMS	yellow	Continuous	0.25	P	Witness/extension lines, dimension terminators, dimension text
Architecture	A-ANNO-KEYN	blue	Continuous	0.5	P	Reference keynotes with associated leaders
Architecture	A-ANNO-LEGN	blue	Continuous	0.5	P	Legends and symbols keys
Architecture	A-ANNO-MASK	251	Continuous	0	P	Text/shape mask for use with photo backgrounds
Architecture	A-ANNO-MATC	white	Continuous	0.7	P	Match lines
Architecture	A-ANNO-NOTE	yellow	Continuous	0.3	P	General notes and general remarks
Architecture	A-ANNO-NPLT	55	Continuous	0.09	N	Non-plotting graphic information
Architecture	A-ANNO-PATT	8	Continuous	0.18	P	Patterning, poche, shading, and hatching
Architecture	A-ANNO-RDME	blue	Continuous	0.5	P	Read-me information
Architecture	A-ANNO-REDL	red	Continuous	0.13	P	Redlines
Architecture	A-ANNO-REVS	cyan	Continuous	0.4	P	Revisions
Architecture	A-ANNO-SCHD	green	Continuous	0.35	P	Schedules
Architecture	A-ANNO-SYMB	blue	Continuous	0.35	P	Miscellaneous symbols
Architecture	A-ANNO-TEXT	yellow	Continuous	0.25	P	Miscellaneous text and callouts with associated leaders
Architecture	A-AREA-IDEN	yellow	Continuous	0.3	P	Room numbers, tenant identifications, area calculations
Architecture	A-AREA-LINE	cyan	Continuous	0.4	P	Architectural area calculation boundary lines
Architecture	A-AREA-OCCP	yellow	Continuous	0.3	P	Occupant or employee names
Architecture	A-AREA-PATT	8	Continuous	0.18	P	Area cross hatching
Architecture	A-CLNG-ACCS	magenta	Continuous	0.3	P	Access panels
Architecture	A-CLNG-CTLJ	yellow	Continuous	0.3	P	Ceiling control joints
Architecture	A-CLNG-GRID	red	Continuous	0.13	P	Ceiling grid
Architecture	A-CLNG-LITE	cyan	Continuous	0.4	P	Specialty ceiling lights not shown on the Electrical Lighting Plan
Architecture	A-CLNG-LITE-LOCS	red	CENTER2	0.13	P	Lite layout lines
Architecture	A-CLNG-OPNG	8	Continuous	0.18	P	Openings, ceiling/roof penetrations (see also A-FLOR-OVHD in Floor Plan model file)
Architecture	A-CLNG-PATT	30	Continuous	0.18	P	Ceiling patterns
Architecture	A-CLNG-SFFT	yellow	Continuous	0.13	P	Soffits
Architecture	A-CLNG-SUSP	blue	Continuous	0.5	P	Suspended elements, ceiling mounted specialties (e.g., clocks, fans, etc.)
Architecture	A-CLNG-TEES	blue	Continuous	0.5	P	Main tees
Architecture	A-COLS-ENCL	cyan	Continuous	0.4	P	Column enclosures/fire protection
Architecture	A-DETL-BYND	251	Continuous	0.18	P	Graphics, gridlines, non-text items in background or beyond
Architecture	A-DETL-HDDN	11	HIDDEN2	.13	P	Hidden Lines 
Architecture	A-DETL-INPD	blue	Continuous	0.5	P	Inch-pound specific dimensions and notes
Architecture	A-DETL-MEDM	green	Continuous	0.35	P	Graphics, gridlines, non-text items
Architecture	A-DETL-METR	blue	Continuous	0.5	P	Metric specific dimensions and notes
Architecture	A-DETL-PATT	10	Continuous	0.13	P	Graphics, gridlines, non-text items hatch pattern
Architecture	A-DETL-THIN	yellow	Continuous	0.25	P	Graphics, gridlines, non-text items
Architecture	A-DETL-WIDE	cyan	Continuous	0.35	P	Graphics, gridlines, non-text items
Architecture	A-DETL-XTHN	red	Continuous	0.18	P	Graphics, gridlines, non-text items
Architecture	A-DETL-XWID	blue	Continuous	0.5	P	Graphics, gridlines, non-text items
Architecture	A-DOOR-FULL	green	Continuous	0.13	P	Full height (to ceiling) door: swing and leaf
Architecture	A-DOOR-IDEN	green	Continuous	0.13	P	Door number and symbol, hardward group, etc.
Architecture	A-DOOR-PRHT	yellow	Continuous	0.13	P	Partial height door: swing and leaf
Architecture	A-DOOR-SYMB	red	Continuous	0.13	P	Miscellaneous door symbols (e.g., overhead, bifold, pocket, etc.)
Architecture	A-ELEV-BYND	251	Continuous	0.35	P	Graphics, gridlines, non-text items in background or beyond 
Architecture	A-ELEV-CASE	green	Continuous	0.13	P	Wall-mounted casework
Architecture	A-ELEV-FIXT	yellow	Continuous	0.3	P	Plumbing fixtures
Architecture	A-ELEV-FNSH	green	Continuous	0.13	P	Finishes, woodwork, trim
Architecture	A-ELEV-HDDN	11	HIDDEN2	.13	P	Hidden Lines
Architecture	A-ELEV-IDEN	yellow	Continuous	0.3	P	Component identification numbers
Architecture	A-ELEV-MEDM	green	Continuous	0.35	P	Graphics, gridlines, non-text items
Architecture	A-ELEV-OTLN	blue	Continuous	1	P	Building outlines
Architecture	A-ELEV-PATT	10	Continuous	0.18	P	Textures and hatch patterns
Architecture	A-ELEV-SIGN	red	Continuous	0.13	P	Signage
Architecture	A-ELEV-THIN	yellow	Continuous	0.25	P	Graphics, gridlines, non-text items
Architecture	A-ELEV-WIDE	cyan	Continuous	0.35	P	Graphics, gridlines, non-text items
Architecture	A-ELEV-XTHN	red	Continuous	0.18	P	Graphics, gridlines, non-text items
Architecture	A-ELEV-XWID	blue	Continuous	0.5	P	Graphics, gridlines, non-text items
Architecture	A-EQPM-ACCS	218	Continuous	0.09	P	Equipment access
Architecture	A-EQPM-FIXD	62	Continuous	0.3	P	Fixed equipment
Architecture	A-EQPM-IDEN	yellow	Continuous	0.3	P	Equipment identification numbers
Architecture	A-EQPM-MOVE	green	Continuous	0.25	P	Moveable equipment
Architecture	A-EQPM-OVHD	red	HIDDEN	.18	P	Overhead, ceiling mounted, or suspended equipment
Architecture	A-FLOR-CASE	green	Continuous	0.13	P	Casework (manufactured cabinets)
Architecture	A-FLOR-CASE-OVHD	red	HIDDEN2	0.13	P	Overhead casework
Architecture	A-FLOR-EVTR	yellow	Continuous	0.3	P	Elevator cars and equipment
Architecture	A-FLOR-FIXT	62	Continuous	0.13	P	Plumbing fixtures
Architecture	A-FLOR-HRAL	red	Continuous	0.13	P	Stair and balcony handrails, guard rails
Architecture	A-FLOR-IDEN	green	Continuous	0.3	P	Room name, space identification text
Architecture	A-FLOR-LEVL	magenta	Continuous	0.3	P	Level changes, shafts, ramps, pits, breaks in construction, and depressions
Architecture	A-FLOR-NUMB	green	Continuous	0.3	P	Room/space identification number and symbol
Architecture	A-FLOR-OTLN	cyan	Continuous	0.4	P	Floor outline/perimeter/building footprint
Architecture	A-FLOR-OTLN-RPRM	yellow	Continuous	0.3	P	Room perimeter shape (interior walls)
Architecture	A-FLOR-OVHD	8	DASHED	0.18	P	Overhead items (skylights, overhangs, etc.)
Architecture	A-FLOR-PATT	251	Continuous	0.18	P	Paving, tile, carpet patterns
Architecture	A-FLOR-PATT-ACCS	218	HIDDEN2	0.18	P	Accesible areas, clear floor areas, handicapped
Architecture	A-FLOR-PATT-OTLN	red	Continuous	0.13	P	Floor pattern changes
Architecture	A-FLOR-RAIS	green	Continuous	0.13	P	Access (raised) flooring
Architecture	A-FLOR-SIGN	red	Continuous	0.13	P	Signage
Architecture	A-FLOR-SPCL	green	Continuous	0.13	P	Architectural specialties (e.g., toilet room accessories, display cases)
Architecture	A-FLOR-STRS	red	Continuous	0.13	P	Stair risers/treads, escalators, ladders
Architecture	A-FLOR-TPTN	red	Continuous	0.13	P	Toilet partitions
Architecture	A-FLOR-WDWK	green	Continuous	0.13	P	Architectural woodwork (field built cabinets and counters)
Architecture	A-GLAZ-FULL	52	Continuous	0.13	P	Full height glazed walls and partitions (see A-WALL-CWMG for curtain walls)
Architecture	A-GLAZ-IDEN	green	Continuous	0.3	P	Window number and symbol
Architecture	A-GLAZ-PRHT	red	Continuous	0.13	P	Windows and partial height glazed partitions
Architecture	A-GLAZ-SILL	red	Continuous	0.13	P	Window sills
Architecture	A-RVIT-BYND	251	Continuous	0.18	P	Graphics, gridlines, non-text items in background or beyond
Architecture	A-RVIT-HDDN	11	HIDDEN2	.13	P	Hidden Lines 
Architecture	A-RVIT-DIMS	yellow	Continuous	0.35	P	Inch-pound specific dimensions
Architecture	A-RVIT-TEXT	yellow	Continuous	0.35	P	Inch-pound specific text and notes
Architecture	A-RVIT-LEDR	yellow	Continuous	0.35	P	Inch-pound specific leaders
Architecture	A-RVIT-MEDM	green	Continuous	0.25	P	Graphics, gridlines, non-text items
Architecture	A-RVIT-PATT	10	Continuous	0.13	P	Graphics, gridlines, non-text items hatch pattern
Architecture	A-RVIT-THIN	yellow	Continuous	0.15	P	Graphics, gridlines, non-text items
Architecture	A-RVIT-WIDE	cyan	Continuous	0.35	P	Graphics, gridlines, non-text items
Architecture	A-ROOF-CRTS	red	Continuous	0.13	P	Crickets flow arrows flow info
Architecture	A-ROOF-EXPJ	blue	Continuous	0.5	P	Expansion joints
Architecture	A-ROOF-GUTR	red	Continuous	0.18	P	Roof gutter lines
Architecture	A-ROOF-GUTR-RCP	red	Continuous	0.18	P	Roof gutter lines - Reflected Ceiling Plan
Architecture	A-ROOF-HRAL	blue	Continuous	0.5	P	Stair handrails, nosings, guard rails
Architecture	A-ROOF-LEVL	blue	Continuous	0.5	P	Level changes
Architecture	A-ROOF-OTLN	214	Continuous	0.2	P	Roof perimeter/edge, roof geometry
Architecture	A-ROOF-OTLN-ABOV	211	DASHED2	0.25	P	Roof above
Architecture	A-ROOF-OTLN-RCP	214	Continuous	0.20	P	Roof lines - Reflected Ceiling Plan
Architecture	A-ROOF-PATT	253	Continuous	0.09	P	Roof surface patterns, hatching
Architecture	A-ROOF-RFDR	red	Continuous	0.13	P	Roof drains
Architecture	A-ROOF-SPCL	green	Continuous	0.13	P	Roof specialties, accessories, access hatches, dormers
Architecture	A-ROOF-STRS	blue	Continuous	0.5	P	Stair risers/treads, ladders
Architecture	A-ROOF-WALK	green	Continuous	0.13	P	Roof walkways
Architecture	A-ROOF-WALL	yellow	Continuous	0.3	P	Parapet walls and wall caps
Architecture	A-ROOF-WALL-BLOW	221	DASHED2	0.25	P	Walls below - Roof Plan
Architecture	A-SECT-BYND	251	Continuous	0.18	P	Material beyond section cut
Architecture	A-SECT-HDDN	11	HIDDEN2	.13	P	Hidden Lines
Architecture	A-SECT-IDEN	yellow	Continuous	0.3	P	Component identification numbers
Architecture	A-SECT-MCUT	cyan	Continuous	0.35	P	Material cut by section
Architecture	A-SECT-MEDM	green	Continuous	0.35	P	Section Medium Lines
Architecture	A-SECT-PATT	10	Continuous	0.18	P	Textures and hatch patterns
Architecture	A-SECT-THIN	yellow	Continuous	0.25	P	Section Thin Lines
Architecture	A-SECT-WIDE	cyan	Continuous	0.35	P	Section Wide Lines
Architecture	A-SECT-XTHN	red	Continuous	0.18	P	Section Extra-thin Lines
Architecture	A-SECT-XWID	blue	Continuous	0.5	P	Section Extra-wide Lines
Architecture	A-WALL-ABOV	21	HIDDEN	0.2	P	Walls above - Floor Plan
Architecture	A-WALL-CAVI	8	Continuous	0.18	P	Cavity wall lines
Architecture	A-WALL-CNTR	blue	7	0.5	P	Wall centerlines
Architecture	A-WALL-CWMG	red	Continuous	0.13	P	Curtain wall mullions and glass
Architecture	A-WALL-FIRE	yellow	Continuous	0.3	P	Fire wall designators (patterning)
Architecture	A-WALL-FULL-EXTR	yellow	Continuous	0.25	P	Exterior full height walls
Architecture	A-WALL-FULL-EXTR-BLOW	31	Continuous	0.25	P	Wall lines below - Floor Plan
Architecture	A-WALL-FULL-EXTR-FNSH	red	Continuous	0.13	P	Exterior full height walls finish
Architecture	A-WALL-FULL-INTR	31	Continuous	0.13	P	Interior full height walls
Architecture	A-WALL-FULL-INTR-FNSH	83	Continuous	0.13	P	Interior full height walls finish
Architecture	A-WALL-HEAD	red	Continuous	0.13	P	Door and window headers
Architecture	A-WALL-IDEN	green	Continuous	0.3	P	Wall identification/type text or tags
Architecture	A-WALL-JAMB	red	Continuous	0.13	P	Door and window jambs
Architecture	A-WALL-MOVE	blue	Continuous	0.5	P	Moveable walls/partitions
Architecture	A-WALL-OPEN-LVRS	red	Continuous	0.13	P	Louvers
Architecture	A-WALL-PATT	8	Continuous	0.18	P	Wall insulation, hatching, and fill
Architecture	A-WALL-PRHT	red	Continuous	0.13	P	Partial height interior walls (do not appear on Reflected Ceiling Plan)
Architecture	A-WALL-PRHT-PATT	8	Continuous	0.18	P	Partial height wall patterns
Architecture	A-WALL-PRHT-EXTR	yellow	Continuous	0.3	P	Partial height exterior walls (do not appear on Reflected Ceiling Plan)
Architecture	A-WALL-PRHT-EXTR-BLOW	31	Continuous	0.25	P	Partial height wall lines below - Floor Plan
Architecture	A-WALL-PRHT-EXTR-Fnsh	red	Continuous	0.13	P	Partial heignt wall finishes
Architecture	A-WALL-SPCL	red	Continuous	0.13	P	Wall-hung/attached specialties (e.g., fixtures, grab bars (incl. handicap), telephone booths)
Electrical	E-AFLD-BCNS-IDEN	212	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-AFLD-BCNS-MISC	212	Continuous	0.4	P	Miscellaneous navaids - windcones and beacons
Electrical	E-AFLD-BCNS-STRB	212	Continuous	0.4	P	Strobe beacons
Electrical	E-AFLD-CIRC-CTRL	172	Continuous	0.4	P	Control and monitoring circuits
Electrical	E-AFLD-CIRC-IDEN	yellow	Continuous	0.3	P	Circuit identifier tags, symbol modifier, and text
Electrical	E-AFLD-CIRC-MULT	32	Continuous	0.4	P	Multiple circuits
Electrical	E-AFLD-CIRC-SERS	212	Continuous	0.4	P	Series circuits
Electrical	E-AFLD-DEVC	32	Continuous	0.4	P	Capacitors, voltage regulators, motors, buses, generators, meters, grounds, and markers
Electrical	E-AFLD-DUCT	92	EUDUCN	0.4	P	Ductbanks
Electrical	E-AFLD-JBOX	32	Continuous	0.4	P	Junction boxes, pull boxes, manholes, handholes, pedestals, splices
Electrical	E-AFLD-LITE-APPR	212	Continuous	0.4	P	Approach lights
Electrical	E-AFLD-LITE-DIST	212	Continuous	0.4	P	Distance and arresting gear markers
Electrical	E-AFLD-LITE-LANE	212	Continuous	0.4	P	Hoverlane, taxilane, and helipad lights
Electrical	E-AFLD-LITE-OBST	212	Continuous	0.4	P	Obstruction lights
Electrical	E-AFLD-LITE-RUNW	212	Continuous	0.4	P	Runway lights
Electrical	E-AFLD-LITE-SIGN	212	Continuous	0.4	P	Taxiway guidance signs
Electrical	E-AFLD-LITE-TAXI	212	Continuous	0.4	P	Taxiway lights
Electrical	E-AFLD-LITE-THRS	212	Continuous	0.4	P	Threshold lights
Electrical	E-AFLD-VALT	212	Continuous	0.4	P	Airfield lighting vaults
Electrical	E-ALRM-EQPM	212	Continuous	0.4	P	Alarm system equipment
Electrical	E-ALRM-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-ANNO-DIMS	yellow	Continuous	0.25	P	Witness/extension lines, dimension terminators, dimension text
Electrical	E-ANNO-KEYN	blue	Continuous	0	P	Reference keynotes with associated leaders
Electrical	E-ANNO-LEGN	blue	Continuous	0	P	Legends and symbols keys
Electrical	E-ANNO-MASK	251	Continuous	0	P	Text/shape mask for use with photo backgrounds
Electrical	E-ANNO-MATC	white	Continuous	0.7	P	Match lines
Electrical	E-ANNO-NOTE	yellow	Continuous	0.3	P	General notes and general remarks
Electrical	E-ANNO-NPLT	blue	Continuous	0	N	Non-plotting graphic information
Electrical	E-ANNO-PATT	8	Continuous	0.18	P	Patterning, poche, shading, and hatching
Electrical	E-ANNO-RDME	blue	Continuous	0	P	Read-me information
Electrical	E-ANNO-REDL	red	Continuous	0.13	P	Redlines
Electrical	E-ANNO-REVS	cyan	Continuous	0.4	P	Revisions
Electrical	E-ANNO-SCHD	blue	Continuous	0	P	Schedules
Electrical	E-ANNO-SYMB	blue	Continuous	0.35	P	Miscellaneous symbols
Electrical	E-ANNO-TEXT	yellow	Continuous	0.25	P	Miscellaneous text and callouts with associated leaders
Electrical	E-BELL-EQPM	212	Continuous	0.4	P	Bell system equipment
Electrical	E-BELL-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-CABL-COAX	92	DASHED	0.4	P	Coax cable
Electrical	E-CABL-FIBR	92	FIBOPT	0.4	P	Fiber optics cable
Electrical	E-CABL-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-CABL-MULT	92	Continuous	0.4	P	Multi-conductor cable
Electrical	E-CABL-TRAY	212	Continuous	0.4	P	Cable trays and wireways
Electrical	E-CATH-ANOD	92	Continuous	0.4	P	Sacrificial anode system
Electrical	E-CATH-CURR	92	Continuous	0.4	P	Impress current system
Electrical	E-CATH-IDEN	92	Continuous	0.3	P	Identifier tags, symbol modifier, and text
Electrical	E-CATH-TEST	92	Continuous	0.4	P	Test stations
Electrical	E-CATV-EQPM	212	Continuous	0.4	P	Cable TV system equipment
Electrical	E-CATV-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-CCTV-EQPM	212	Continuous	0.4	P	Closed-circuit television system equipment
Electrical	E-CCTV-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-CLOK-EQPM	212	Continuous	0.4	P	Clock system equipment
Electrical	E-CLOK-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-COMM-EQPM	32	Continuous	0.35	P	Other communications distribution equipment
Electrical	E-COMM-JBOX	32	Continuous	0.35	P	Communication junction boxes, pull boxes, manholes, handholes, pedestals, and splices
Electrical	E-COMM-OVHD	cyan	COMARN	0.4	P	Overhead communications/telephone lines
Electrical	E-COMM-OVHD-IDEN	cyan	Continuous	0.3	P	Identifier tags, symbol modifier and text
Electrical	E-COMM-POLE	212	Continuous	0.4	P	Poles
Electrical	E-COMM-POLE-GUYS	212	Continuous	0.4	P	Guying equipment
Electrical	E-COMM-POLE-IDEN	212	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-COMM-UNDR	cyan	Continuous	0.4	P	Underground communications/telephone lines
Electrical	E-COMM-UNDR-IDEN	cyan	Continuous	0.3	P	Identifier tags, symbol modifier and text
Electrical	E-DETL-INPD	yellow	Continuous	0.3	P	Inch-pound specific dimensions and notes
Electrical	E-DETL-MEDM	green	Continuous	0.35	P	Graphics, gridlines, non-text items
Electrical	E-DETL-METR	yellow	Continuous	0.3	P	Metric specific dimensions and notes
Electrical	E-DETL-THIN	yellow	Continuous	0.25	P	Graphics, gridlines, non-text items
Electrical	E-DETL-WIDE	blue	Continuous	0.5	P	Graphics, gridlines, non-text items
Electrical	E-DETL-XTHN	red	Continuous	0.18	P	Graphics, gridlines, non-text items
Electrical	E-DETL-XWID	magenta	Continuous	1	P	Graphics, gridlines, non-text items
Electrical	E-DIAG-GRPH	white	Continuous	0	P	Graphics, gridlines, non-text items
Electrical	E-DIAG-IDEN	yellow	Continuous	0.3	P	Metric specific dimensions and notes
Electrical	E-DIAG-INPD	yellow	Continuous	0.3	P	Inch-pound specific dimensions and notes
Electrical	E-DIAG-METR	yellow	Continuous	0.3	P	Metric specific dimensions and notes
Electrical	E-DICT-EQPM	212	Continuous	0.4	P	Central dictation system equipment
Electrical	E-DICT-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-DISC-INFO	green	Continuous	0.13	P	Clearances and working space information (NEC code, etc.)
Electrical	E-DUCT-MULT	92	EUDUCN	0.4	P	Ductbank
Electrical	E-DUCT-MULT-IDEN	92	Continuous	0.3	P	Identifier tags, symbol modifier and text
Electrical	E-EMCS-EQPM	212	Continuous	0.4	P	Energy monitoring control system equipment
Electrical	E-EMCS-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-FLOR-IDEN	green	Continuous	0.13	P	Room name, space identification text (copied from Architectural - Floor Plan model file)
Electrical	E-FLOR-NUMB	green	Continuous	0.13	P	Room/space identification number and symbol (copied from Architectural - Floor Plan model file)
Electrical	E-GRND-CIRC	cyan	Continuous	0.4	P	Circuits
Electrical	E-GRND-DIAG	172	Continuous	0.4	P	Ground system diagram
Electrical	E-GRND-EQUI	92	Continuous	0.4	P	Equipotential ground system
Electrical	E-GRND-REFR	32	Continuous	0.4	P	Reference ground system
Electrical	E-INTC-EQPM	212	Continuous	0.4	P	Intercom system equipment
Electrical	E-INTC-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-LITE-CIRC	92	Continuous	0.4	P	Lighting circuits (including crosslines and homeruns)
Electrical	E-LITE-CIRC-NUMB	yellow	Continuous	0.3	P	Lighting circuit numbers (e.g., panel/circuit number, wire/conduit size)
Electrical	E-LITE-CLNG	212	Continuous	0.35	P	Ceiling mounted (surface/pendant) fixtures
Electrical	E-LITE-EMER	32	Continuous	0.35	P	Emergency fixtures (outline of light (if ceiling mounted) should go on E-LITE-CLNG)
Electrical	E-LITE-EXIT	212	Continuous	0.4	P	Exit fixtures (outline of light (if ceiling mounted) should go on E-LITE-CLNG)
Electrical	E-LITE-EXTR	212	Continuous	0.4	P	Exterior lights
Electrical	E-LITE-EXTR-IDEN	212	Continuous	0.3	P	Exterior light identifier tags, symbol modifiers, and text
Electrical	E-LITE-FLOR	212	Continuous	0.4	P	Floor mounted fixtures (e.g., stage)
Electrical	E-LITE-IDEN	yellow	Continuous	0.3	P	Light fixture identifier tags
Electrical	E-LITE-JBOX	92	Continuous	0.4	P	Junction boxes
Electrical	E-LITE-PANL	cyan	Continuous	0.4	P	Main distribution panels, switchboards, lighting panels
Electrical	E-LITE-ROOF	212	Continuous	0.4	P	Roof lighting
Electrical	E-LITE-SPCL	212	Continuous	0.4	P	Special fixtures
Electrical	E-LITE-SWCH	172	Continuous	0.4	P	Lighting contactors, photoelectric controls, low-voltage lighting controls, etc.
Electrical	E-LITE-WALL	212	Continuous	0.4	P	Wall mounted fixtures
Electrical	E-LTNG-COND	212	Continuous	0.4	P	Lightning protection conductors
Electrical	E-LTNG-TERM	yellow	Continuous	0.3	P	Lightning protection terminals
Electrical	E-NURS-EQPM	212	Continuous	0.4	P	Nurse call/paging system equipment
Electrical	E-NURS-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-POWR-BUSW	212	Continuous	0.4	P	Busways
Electrical	E-POWR-CIRC	92	Continuous	0.4	P	Power circuits (including crosslines and homeruns)
Electrical	E-POWR-CIRC-NUMB	yellow	Continuous	0.3	P	Power circuit numbers (e.g., panel/circuit number, wire/conduit size)
Electrical	E-POWR-CLNG	92	Continuous	0.4	P	Ceiling outlets (receptacles and switches)
Electrical	E-POWR-DEVC	32	Continuous	0.4	P	Capacitors, voltage regulators, motors, buses, generators, meters, grounds, and markers
Electrical	E-POWR-FEED	212	Continuous	0.4	P	Feeders
Electrical	E-POWR-GENR	cyan	Continuous	0.4	P	Generators and auxiliary equipment
Electrical	E-POWR-JBOX	92	Continuous	0.4	P	Junction boxes, pull boxes, manholes, handholes, pedestals, splices
Electrical	E-POWR-MOTR	cyan	Continuous	0.4	P	Motors and utilization equipment
Electrical	E-POWR-PANL	cyan	Continuous	0.35	P	Panelboards, switchboards, MCC, unit substations, backing boards, patch panel racks
Electrical	E-POWR-POLE	212	Continuous	0.4	P	Power poles
Electrical	E-POWR-POLE-GUYS	212	Continuous	0.4	P	Guying equipment
Electrical	E-POWR-POLE-IDEN	212	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-POWR-SUBS	32	Continuous	0.4	P	Other substation equipment
Electrical	E-POWR-SWCH	172	Continuous	0.4	P	Fuse cutouts, motor starters, contactors, pole mounted switches, circuit breakers, gang operated disconnects, reclosers, cubicle switches
Electrical	E-POWR-URAC	212	3	0.4	P	Underfloor raceways
Electrical	E-POWR-WALL	92	Continuous	0.4	P	Wall/floor outlets (receptacles and switches)
Electrical	E-POWR-XFMR-PADM	32	Continuous	0.4	P	Pad mounted transformers
Electrical	E-POWR-XFMR-POLM	32	Continuous	0.4	P	Pole mounted transformers
Electrical	E-PRIM-OVHD	cyan	EPARN	0.4	P	Overhead electrical utility lines
Electrical	E-PRIM-OVHD-IDEN	cyan	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-PRIM-UNDR	cyan	Continuous	0.4	P	Underground electrical utility lines
Electrical	E-PRIM-UNDR-IDEN	cyan	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-SECD-OVHD	172	ESARN	0.4	P	Overhead electrical utility lines
Electrical	E-SECD-OVHD-IDEN	172	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-SECD-UNDR	172	Continuous	0.4	P	Underground electrical utility lines
Electrical	E-SECD-UNDR-IDEN	172	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-SERT-ACCS	32	Continuous	0.4	P	Access control system
Electrical	E-SERT-CLNG	32	Continuous	0.4	P	Ceiling mounted sensors
Electrical	E-SERT-FLOR	32	Continuous	0.4	P	Floor mounted sensors
Electrical	E-SERT-IDEN	yellow	Continuous	0.3	P	Identifier tags, symbol modifiers, and text
Electrical	E-SERT-UNDR	32	Continuous	0.4	P	Buried sensors
Electrical	E-SERT-WALL	32	Continuous	0.4	P	Wall mounted sensors
