Discipline	Name	Color	Linetype	LineWeight	Plot	Description
Mechanical	M-HVAC-EQPM-EFAN	yellow	Continuous	0.3	P	Equipment with electric fans or motors
Mechanical	M-HVAC-EQPM-EPIP	yellow	Continuous	0.3	P	Equipment with piping and electricity
Mechanical	M-HVAC-EQPM-FLOR	yellow	Continuous	0.3	P	Equipment - floor mounted
Mechanical	M-HVAC-EQPM-SUSP	yellow	Continuous	0.3	P	Equipment - suspended
Mechanical	M-HVAC-FDFF	172	Continuous	0.3	P	Floor diffusers, registers, and grilles
Mechanical	M-HVAC-IDEN	magenta	Continuous	0.3	P	Duct sizes and pressure classes
Mechanical	M-HVAC-RDFF	32	Continuous	0.3	P	Return air diffusers
Mechanical	M-HVAC-RETN	32	Continuous	0.4	P	Return ductwork
Mechanical	M-HVAC-RETN-CNTR	blue	7	0	P	Return ductwork centerlines
Mechanical	M-HVAC-ROOF	yellow	Continuous	0.3	P	Roof mounted HVAC equipment
Mechanical	M-HVAC-SUPP	cyan	Continuous	0.4	P	Supply ductwork
Mechanical	M-HVAC-SUPP-CNTR	blue	7	0	P	Supply ductwork centerlines
Mechanical	M-HVAC-SUPP-HDUC	cyan	Continuous	0.4	P	Supply ductwork - high pressure
Mechanical	M-HVAC-SUPP-LDUC	cyan	Continuous	0.4	P	Supply ductwork - low pressure
Mechanical	M-HVAC-TAGS	magenta	Continuous	0.3	P	Diffuser/register/grille tags and air flow arrows
Mechanical	M-HVAC-WDFF	yellow	Continuous	0.3	P	Wall diffusers, registers, and grilles
Mechanical	M-HWTR-EQPM	yellow	Continuous	0.3	P	Hot water heating system equipment
Mechanical	M-HWTR-RETN-PIPE	blue	HWR	0.4	P	Hot water heating system return piping
Mechanical	M-HWTR-SUPP-PIPE	blue	HWS	0.4	P	Hot water heating system supply piping
Mechanical	M-INSL-EQPM	204	Continuous	0.3	P	Insulating oil equipment
Mechanical	M-INSL-RETN-PIPE	204	Continuous	0.4	P	Insulating oil return piping
Mechanical	M-INSL-SUPP-PIPE	204	Continuous	0.4	P	Insulating oil supply piping
Mechanical	M-LUBE-EQPM	204	Continuous	0.3	P	Lubrication oil equipment
Mechanical	M-LUBE-RETN-PIPE	204	Continuous	0.4	P	Lubrication oil return piping
Mechanical	M-LUBE-SUPP-PIPE	204	Continuous	0.4	P	Lubrication oil supply piping
Mechanical	M-MACH-AXLE	yellow	Continuous	0.3	P	Shafts and axles
Mechanical	M-MACH-BASE	yellow	Continuous	0.3	P	Machinery bases
Mechanical	M-MACH-BEAR	yellow	Continuous	0.3	P	Bearings and couplings
Mechanical	M-MACH-BELT	30	Continuous	0.3	P	Wire rope, chains, and belts
Mechanical	M-MACH-BSHG	yellow	Continuous	0.3	P	Bushings, wear plates, shims, and spacers
Mechanical	M-MACH-CLEV	30	Continuous	0.3	P	Clevises
Mechanical	M-MACH-COMP	yellow	Continuous	0.3	P	Miscellaneous machinery parts and components
Mechanical	M-MACH-COVR	cyan	Continuous	0.3	P	Machinery covers, cover plates, and guarding
Mechanical	M-MACH-FSTN	yellow	Continuous	0.3	P	Fastenters, nuts, and bolts
Mechanical	M-MACH-GEAR	magenta	Continuous	0.3	P	Gears
Mechanical	M-MACH-KEYS	30	Continuous	0.3	P	Keys and keeper plates
Mechanical	M-MACH-LROT	magenta	Continuous	0.3	P	Large rotating machinery (turbine and pump outlines)
Mechanical	M-MACH-MOTR	magenta	Continuous	0.3	P	Machinery motors
Mechanical	M-MACH-PINS	30	Continuous	0.3	P	Pins
Mechanical	M-MACH-PULL	30	Continuous	0.3	P	Pulleys, drums, and sheaves
Mechanical	M-MACH-RAIL	30	Continuous	0.3	P	Rails (e.g., crane rails, rail hoots, splice plates, etc.)
Mechanical	M-MACH-ROLL	30	Continuous	0.3	P	Rollers and wheels
Mechanical	M-MACH-ROLL-TRAK	30	Continuous	0.3	P	Roller tracks
Mechanical	M-MACH-SEAL	30	Continuous	0.3	P	Seals
Mechanical	M-MACH-SHOE	30	Continuous	0.3	P	Sliding shoes, skids, etc.
Mechanical	M-MACH-SPPT	yellow	Continuous	0.3	P	Support brackets
Mechanical	M-MACH-SPRG	30	Continuous	0.3	P	Springs
Mechanical	M-MAIR-DUCT	blue	Continuous	0.4	P	Mixed air ductwork
Mechanical	M-MAIR-DUCT-CNTR	blue	7	0	P	Mixed air ductwork centerlines
Mechanical	M-MAIR-EQPM	blue	Continuous	0.3	P	Mixed air equipment
Mechanical	M-MATL-CRAN	yellow	Continuous	0.3	P	Cranes
Mechanical	M-MATL-CRAN-BOOM	yellow	Continuous	0.3	P	Crane, boom
Mechanical	M-MATL-HOIS	yellow	Continuous	0.3	P	Hoists
Mechanical	M-MATL-HOOK	yellow	Continuous	0.3	P	Hooks, eyes, and other end attachments
Mechanical	M-MATL-LIFT	magenta	Continuous	0.3	P	Miscellaneous lifting equipment
Mechanical	M-MATL-WIRE	magenta	Continuous	0.3	P	Wire rope, chains, and other hoisting medium
Mechanical	M-MITR-BASE	yellow	Continuous	0.3	P	Miter gate machinery base
Mechanical	M-MITR-CLEV	30	Continuous	0.3	P	Clevises
Mechanical	M-MITR-CRNG	green	Continuous	0.3	P	Cardanic ring
Mechanical	M-MITR-CYLD	62	Continuous	0.3	P	Miter gate machinery cylinder (outline not for details)
Mechanical	M-MITR-TRUN	red	Continuous	0.3	P	Miter gate machinery trunnion
Mechanical	M-MKUP-DUCT	yellow	Continuous	0.4	P	Makeup air ductwork
Mechanical	M-MKUP-DUCT-CNTR	blue	7	0	P	Makeup air ductwork centerlines
Mechanical	M-MKUP-EQPM	yellow	Continuous	0.3	P	Makeup air equipment
Mechanical	M-MKUP-GRIL	yellow	Continuous	0.3	P	Makeup air grilles
Mechanical	M-NGAS-EQPM	magenta	Continuous	0.3	P	Natural gas equipment
Mechanical	M-NGAS-PIPE	magenta	NTGASN	0.3	P	Natural gas piping
Mechanical	M-PENE-FLOR	green	DASHED	0.13	P	Floor penetrations
Mechanical	M-PENE-ROOF	red	DASHED	0.13	P	Roof penetrations
Mechanical	M-PENE-WALL	yellow	DASHED	0.13	P	Wall penetrations
Mechanical	M-PROC-EQPM	120	Continuous	0.3	P	Process equipment
Mechanical	M-PROC-RETN-PIPE	120	Continuous	0.4	P	Process return piping
Mechanical	M-PROC-SUPP-PIPE	120	Continuous	0.4	P	Process supply piping
Mechanical	M-RAIR-DUCT	red	Continuous	0.4	P	Relief air ductwork
Mechanical	M-RAIR-DUCT-CNTR	blue	7	0	P	Relief air ductwork centerlines
Mechanical	M-RAIR-EQPM	red	Continuous	0.3	P	Relief air equipment
Mechanical	M-RAIR-GRIL	red	Continuous	0.3	P	Relief air grilles
Mechanical	M-RCOV-EQPM	212	Continuous	0.3	P	Energy recovery system equipment
Mechanical	M-RCOV-RETN-PIPE	212	Continuous	0.4	P	Energy recovery system return piping
Mechanical	M-RCOV-SUPP-PIPE	212	Continuous	0.4	P	Energy recovery system supply piping
Mechanical	M-REFG-DISC-PIPE	172	REFRD	0.4	P	Refrigeration system discharge
Mechanical	M-REFG-EQPM	172	Continuous	0.3	P	Refrigeration system equipment
Mechanical	M-REFG-RETN-PIPE	172	REFRS	0.4	P	Refrigeration system return piping
Mechanical	M-REFG-SUPP-PIPE	172	REFRL	0.4	P	Refrigeration system supply piping
Mechanical	M-RWTR-EQPM	132	Continuous	0.3	P	Raw water equipment
Mechanical	M-RWTR-RETN-PIPE	132	Continuous	0.4	P	Raw water return piping
Mechanical	M-RWTR-SUPP-PIPE	132	Continuous	0.4	P	Raw water supply piping
Mechanical	M-SECT-IDEN	yellow	Continuous	0.3	P	Component identification numbers
Mechanical	M-SECT-MBND	blue	Continuous	0	P	Material beyond section cut
Mechanical	M-SECT-MCUT	cyan	Continuous	0.4	P	Material cut by section
Mechanical	M-SECT-PATT	8	Continuous	0.18	P	Textures and hatch patterns
Mechanical	M-STEM-BLBD-PIPE	blue	BOILBD	0.4	P	Boiler blow down piping
Mechanical	M-STEM-CNDS-PIPE	92	CDRNAF	0.4	P	Condensate piping
Mechanical	M-STEM-EQPM	blue	Continuous	0.3	P	Steam system equipment
Mechanical	M-STEM-HPIP-PIPE	blue	STEAMH	0.4	P	High pressure steam piping
Mechanical	M-STEM-LPIP-PIPE	red	STEAML	0.4	P	Low pressure steam piping
Mechanical	M-STEM-MPIP-PIPE	yellow	STEAMM	0.4	P	Medium pressure steam piping
Mechanical	M-TAIR-DUCT	204	Continuous	0.4	P	Transfer air ductwork
Mechanical	M-TAIR-DUCT-CNTR	blue	7	0	P	Transfer air ductwork centerlines
Mechanical	M-TAIR-EQPM	204	Continuous	0.3	P	Transfer air equipment
Plumbing	P-ANNO-DIMS	yellow	Continuous	0.25	P	Witness/extension lines, dimension terminators, dimension text
Plumbing	P-ANNO-KEYN	blue	Continuous	0	P	Reference keynotes with associated leaders
Plumbing	P-ANNO-LEGN	yellow	Continuous	0	P	Legends and symbols keys
Plumbing	P-ANNO-MATC	white	Continuous	0.7	P	Match lines
Plumbing	P-ANNO-NOTE	yellow	Continuous	0.3	P	General notes and general remarks
Plumbing	P-ANNO-NPLT	blue	Continuous	0	N	Non-plotting graphic information
Plumbing	P-ANNO-PATT	8	Continuous	0.18	P	Patterning, poche, shading, and hatching
Plumbing	P-ANNO-RDME	blue	Continuous	0	P	Read-me information
Plumbing	P-ANNO-REDL	red	Continuous	0.13	P	Redlines
Plumbing	P-ANNO-REVS	cyan	Continuous	0.4	P	Revisions
Plumbing	P-ANNO-SCHD	yellow	Continuous	0	P	Schedules
Plumbing	P-ANNO-SYMB	blue	Continuous	0.35	P	Miscellaneous symbols
Plumbing	P-ANNO-TEXT	yellow	Continuous	0.25	P	Miscellaneous text and callouts with associated leaders
Plumbing	P-DETL-INPD	yellow	Continuous	0	P	Inch-pound specific dimensions and notes
Plumbing	P-DETL-MEDM	green	Continuous	0.35	P	Graphics, gridlines, non-text items
Plumbing	P-DETL-METR	yellow	Continuous	0	P	Metric specific dimensions and notes
Plumbing	P-DETL-THIN	yellow	Continuous	0.25	P	Graphics, gridlines, non-text items
Plumbing	P-DETL-WIDE	blue	Continuous	0.5	P	Graphics, gridlines, non-text items
Plumbing	P-DETL-XTHN	red	Continuous	0.18	P	Graphics, gridlines, non-text items
Plumbing	P-DETL-XWID	magenta	Continuous	1	P	Graphics, gridlines, non-text items
Plumbing	P-DIAG-GRPH	yellow	Continuous	0	P	Graphics, gridlines, non-text items
Plumbing	P-DIAG-INPD	yellow	Continuous	0	P	Inch-pound specific dimensions and notes
Plumbing	P-DIAG-METR	yellow	Continuous	0	P	Metric specific dimensions and notes
Plumbing	P-DOMW-CPIP	132	CLDWTR	0.4	P	Cold water piping
Plumbing	P-DOMW-EQPM	white	Continuous	0.7	P	Hot and cold water equipment
Plumbing	P-DOMW-EQPM-ACCS	green	Continuous	0.3	P	Equipment access doors
Plumbing	P-DOMW-FPIP	92	Continuous	0.4	P	Domestic filtered water piping
Plumbing	P-DOMW-HPIP	yellow	HWTR	0.4	P	Hot water piping
Plumbing	P-DOMW-RISR	green	DASHED	0.13	P	Hot and cold water risers
Plumbing	P-FLOR-IDEN	green	Continuous	0.13	P	Room name, space identification text (copied from Architectural - Floor Plan model file)
Plumbing	P-FLOR-NUMB	green	Continuous	0.13	P	Room/space identification number and symbol (copied from Architectural - Floor Plan model file)
Plumbing	P-LGAS-EQPM	32	Continuous	0.7	P	Equipment
Plumbing	P-LGAS-PIPE	32	OXYGEN	0.4	P	Piping
Plumbing	P-MDGS-EQPM	32	Continuous	0.7	P	Equipment
Plumbing	P-MDGS-NITG	32	NITROG	0.4	P	Nitrogen piping
Plumbing	P-MDGS-NOXG	32	NITOXI	0.4	P	Nitrous oxide piping
Plumbing	P-MDGS-OXYG	32	OXYGEN	0.4	P	Pure O2 piping
Plumbing	P-MDGS-SAIR	32	Continuous	0.4	P	Scavenge air
Plumbing	P-MDGS-VACU	32	VACAIR	0.4	P	Medical vacuum piping
Plumbing	P-PENE-FLOR	green	DASHED	0.13	P	Floor penetrations
Plumbing	P-PENE-ROOF	red	DASHED	0.13	P	Roof penetrations
Plumbing	P-PENE-WALL	yellow	DASHED	0.13	P	Wall penetrations
Plumbing	P-SANR-COND	92	Continuous	0.4	P	Condensate piping
Plumbing	P-SANR-EQPM	212	Continuous	0.7	P	Equipment (e.g., sand/oil/water separators)
Plumbing	P-SANR-FIXT	green	Continuous	0.25	P	Plumbing fixtures, toilets, urinals, sinks
Plumbing	P-SANR-FLDR	121	Continuous	0.25	P	Floor drains, sinks, and cleanouts
Plumbing	P-SANR-PIPE	212	SSWAF	0.4	P	Piping
Plumbing	P-SANR-RISR	212	DASHED	0.4	P	Sanitary risers
Plumbing	P-SANR-VENT	212	VENT	0.4	P	Vent piping
Plumbing	P-SECT-IDEN	yellow	Continuous	0.3	P	Component identification numbers
Plumbing	P-SECT-MBND	yellow	Continuous	0.3	P	Material beyond section cut
Plumbing	P-SECT-MCUT	blue	Continuous	0.5	P	Material cut by section
Plumbing	P-SECT-PATT	8	Continuous	0.18	P	Textures and hatch patterns
Plumbing	P-STRM-PIPE	172	STRAF	0.4	P	Storm drain piping
Plumbing	P-STRM-RFDR	172	Continuous	0.4	P	Roof drains
Plumbing	P-STRM-RISR	172	DASHED	0.4	P	Storm drain risers
Structural	S-ANNO-DIMS	yellow	Continuous	0.25	P	Witness/extension lines, dimension terminators, dimension text
Structural	S-ANNO-KEYN	blue	Continuous	0	P	Reference keynotes with associated leaders
Structural	S-ANNO-NOTE	yellow	Continuous	0.35	P	General notes and general remarks
Structural	S-ANNO-NPLT	blue	Continuous	0.18	P	Non-plotting graphic information
Structural	S-ANNO-PATT	8	Continuous	0.18	P	Patterning, poche, shading, and hatching
Structural	S-ANNO-SYMB	blue	Continuous	0.35	P	Miscellaneous symbols
Structural	S-ANNO-TEXT	yellow	Continuous	0.25	P	Miscellaneous text and callouts with associated leaders
Structural	S-BEAM-CNTR	214	7	0.18	P	Beam centerlines
Structural	S-BEAM-PRIM	211	Continuous	0.5	P	Continuous beam or primary beam of any two-way beam system
Structural	S-BEAM-RBAR	blue	Continuous	0.7	P	Beam rebar
Structural	S-BEAM-SECD	212	Continuous	0.35	P	Girders or secondary beams of two-way beam system
Structural	S-BRAC-DIA~	161	Continuous	0.35	P	Diagonal bracing
Structural	S-BRAC-HORZ	161	Continuous	0.35	P	Horizontal bracing
Structural	S-BRAC-VERT	144	Continuous	0.35	P	Vertical bracing
Structural	S-COLS-CNTR	40	CENTER	0.18	P	Column centerlines / working lines
Structural	S-COLS-POST	82	Continuous	0.35	P	Short columns
Structural	S-COLS-PRIM	green	Continuous	0.35	P	Primary columns
Structural	S-COLS-RBAR	blue	Continuous	0.7	P	Column rebar
Structural	S-COLS-SECD	84	Continuous	0.35	P	Secondary columns
Structural	S-DECK-FLOR	101	Continuous	0.25	P	Floor deck
Structural	S-DECK-ROOF	62	Continuous	0.25	P	Roof deck
Structural	S-DETL-MEDM	green	Continuous	0.35	P	Graphics, gridlines, non-text items
Structural	S-DETL-THIN	yellow	Continuous	0.25	P	Graphics, gridlines, non-text items
Structural	S-DETL-WIDE	blue	Continuous	0.5	P	Graphics, gridlines, non-text items
Structural	S-DETL-XTHN	red	Continuous	0.18	P	Graphics, gridlines, non-text items
Structural	S-DETL-XWID	magenta	Continuous	1	P	Graphics, gridlines, non-text items
Structural	S-FABR-EMBD	183	Continuous	0.35	P	Embedded metals (framing around openings)
Structural	S-FABR-TRSH	142	Continuous	0.35	P	Trash racks, intake screens
Structural	S-FNDN-DRAN	43	Continuous	0.25	P	Foundation drainage features and objects
Structural	S-FNDN-FTNG	42	Continuous	0.35	P	Footings
Structural	S-FNDN-FTNG-RBAR	blue	Continuous	0.7	P	Footing rebar
Structural	S-FNDN-GRBM	52	Continuous	0.5	P	Grade beams
Structural	S-FNDN-PCAP	52	Continuous	0.35	P	Pile caps
Structural	S-FNDN-PEDS	41	Continuous	0.35	P	Foundation pedestals / pads
Structural	S-FNDN-PIER	72	Continuous	0.5	P	Piers, drilled shafts, caissons
Structural	S-FNDN-PILE	40	Continuous	0.35	P	Piles
Structural	S-FSTN-ABLT	30	Continuous	0.25	P	Anchor bolts
Structural	S-FSTN-MISC	13	Continuous	0.25	P	Fasteners and connections (non-specific)
Structural	S-JNTS-CTLJ	122	Continuous	0.25	P	Control/contraction joints (saw cut) - (Do not use when 3D modeling)
Structural	S-JNTS-EXPKJ	124	Continuous	0.25	P	Expansion joints, joint materials (e.g. felt) - (Do not use when 3D modeling)
Structural	S-JNTS-WTRS	221	Continuous	0.25	P	Waterstops
Structural	S-JOIS-BRDG	82	Continuous	0.35	P	Bridging
Structural	S-JOIS-GIRD	122	Continuous	0.5	P	Joist girders
Structural	S-JOIS-PERO	142	Continuous	0.35	P	Perimeter channel or rim joist
Structural	S-JOIS-PRIM	132	Continuous	0.35	P	Primary joists
Structural	S-JOIS-SECD	134	Continuous	0.35	P	Secondary joists
Structural	S-OTLN-BLDG	blue	6	0.25	P	Building outline
Structural	S-OTLN-FLOR	blue	6	0.25	P	Floor outline
Structural	S-OTLN-OPNG	blue	6	0.25	P	Openings
Structural	S-OTLN-ROOF	blue	6	0.25	P	Roof
Structural	S-OTLN-STRC	blue	6	0.25	P	Misc. structures
Structural	S-PADS-EQPM	21	Continuous	0.35	P	Equipment pads
Structural	S-PLAT-FRMG	212	Continuous	0.35	P	Platform frame/stringers
Structural	S-REIN-RBAR	blue	Continuous	0.7	P	Steel reinforcing, welded wire fabric
Structural	S-SECT-CNTR	40	CENTER	0.18	P	Column centerlines / working lines
Structural	S-SECT-IDEN	yellow	Continuous	0.3	P	Component identification numbers
Structural	S-SECT-MBND	yellow	Continuous	0.3	P	Material beyond section cut
Structural	S-SECT-MCUT	blue	Continuous	0.5	P	Material cut by section
Structural	S-SECT-PATT	8	Continuous	0.18	P	Textures and hatch patterns
Structural	S-SLAB-EDGE	41	Continuous	0.35	P	Edge of slab
Structural	S-SLAB-RBAR	blue	Continuous	0.7	P	Slab rebar
Structural	S-SLAB-SILL	41	Continuous	0.35	P	Sill
Structural	S-TRUS-PRIM	cyan	Continuous	0.5	P	Primary trusses
Structural	S-TRUS-SECD	magenta	Continuous	0.35	P	Secondary trusses
Structural	S-WALL-LOAD	green	Continuous	0.35	P	Load bearing walls
Structural	S-WALL-NONL	72	Continuous	0.35	P	Non-load bearing walls
Structural	S-WALL-PCST	126	Continuous	0.35	P	Pre-cast concrete walls
Structural	S-WALL-RBAR	blue	Continuous	0.7	P	Wall rebar
Structural	S-WALL-RTWL	72	Continuous	0.35	P	Retaining wall (flood walls, wingwalls, etc.)
Structural	S-WALL-SHEA	101	Continuous	0.35	P	Shear walls
Structural	S-WALL-STUD	42	Continuous	0.35	P	Stud walls
